TrH2_hyp_clust10124.t1		DDE_Tnp_4/
TrH2_TrispH2_008850-RA		7tm_1/
TrH2_TrispH2_008851-RA	RAD50_interactor_1	RINT1_TIP1/
TrH2_TrispH2_008852-RA		7tm_1/
TrH2_TrispH2_008853-RA	transient_receptor_potential_cation_channel_subfamily_A_member_1	Ank_2/Ank/Ank_2/Ank_2/Ank_2/Ank_2/Ion_trans/
TrH2_TrispH2_008854-RA		7tm_1/
TrH2_TrispH2_008855-RA	tachykinin_receptor_3	7tm_1/
TrH2_TrispH2_008856-RA	cholecystokinin_B_receptor	7tm_1/
TrH2_TrispH2_008857-RA	retinal_pigment_epithelium_derived_rhodopsin_homolog	7tm_1/
TrH2_TrispH2_008858-RA	UDP_GlcNAc_betaGal_beta_1_3_N_acetylglucosaminyltransferase_5	Galactosyl_T/
TrH2_TrispH2_008859-RA	C_C_motif_chemokine_receptor_8	7tm_1/
TrH2_TrispH2_008860-RA		7tm_1/
TrH2_TrispH2_008861-RA	hypocretin_receptor_1	7tm_1/
TrH2_TrispH2_008862-RA	DNA_polymerase_gamma_2_accessory_subunit	HGTP_anticodon/
TrH2_TrispH2_008863-RA		
TrH2_TrispH2_008865-RA	TATA_element_modulatory_factor_1	TMF_DNA_bd/TMF_TATA_bd/
TrH2_TrispH2_008866-RA	3_phosphoinositide_dependent_protein_kinase_1	Pkinase/PH_3/
TrH2_TrispH2_008867-RA		
TrH2_TrispH2_008868-RA	methyltransferase_like_23	Methyltransf_16/
TrH2_TrispH2_008869-RA	phenazine_biosynthesis_like_protein_domain_containing	PhzC-PhzF/
TrH2_TrispH2_008870-RA		
TrH2_TrispH2_008871-RA		
TrH2_TrispH2_008872-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
TrH2_TrispH2_008873-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
TrH2_TrispH2_008874-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
TrH2_TrispH2_008875-RA		
TrH2_TrispH2_008876-RA		
TrH2_TrispH2_008877-RA	ankyrin_repeat_and_LEM_domain_containing_2	LEM/Ank_5/
TrH2_TrispH2_008878-RA	cysteine_rich_hydrophobic_domain_2	Erf4/
TrH2_TrispH2_008879-RA	myotubularin_related_protein_2	GRAM/Myotub-related/
TrH2_TrispH2_008880-RA		TPR_12/TPR_12/TPR_12/COR/
TrH2_TrispH2_008881-RA		TPR_12/TPR_12/
TrH2_TrispH2_008882-RA	leucyl_tRNA_synthetase_1	tRNA-synt_1/tRNA-synt_1/Anticodon_1/
TrH2_TrispH2_008883-RA	NudC_domain_containing_2	CS/
TrH2_TrispH2_008884-RA	gem_nuclear_organelle_associated_protein_5	WD40/WD40/ANAPC4_WD40/WD40/
TrH2_TrispH2_008885-RA		
TrH2_TrispH2_008886-RA		
TrH2_TrispH2_008887-RA		
TrH2_TrispH2_008888-RA		
TrH2_TrispH2_008889-RA		
TrH2_TrispH2_008890-RA		
TrH2_TrispH2_008891-RA		
TrH2_TrispH2_008892-RA		
TrH2_TrispH2_008893-RA		
TrH2_TrispH2_008894-RA	mitochondrial_ribosomal_protein_L22	Ribosomal_L22/
TrH2_TrispH2_008895-RA	KIAA1109	FSA_C/FSA_C/
TrH2_TrispH2_008896-RA	adrenoceptor_alpha_1D	7tm_1/
TrH2_TrispH2_008897-RA	methionyl_aminopeptidase_2	Peptidase_M24/
TrH2_TrispH2_008898-RA	methionyl_aminopeptidase_2	Peptidase_M24/
TrH2_TrispH2_008899-RA		
TrH2_TrispH2_008900-RA		NB-ARC/APAF1_C/
TrH2_TrispH2_008901-RA		
TrH2_TrispH2_008902-RA	NPR3_like_GATOR1_complex_subunit	NPR3/NPR3/
TrH2_TrispH2_008903-RA	mago_homolog_B_exon_junction_complex_subunit	Mago_nashi/
TrH2_TrispH2_008904-RA	ADP_ribosylation_factor_like_GTPase_4A	Arf/
TrH2_TrispH2_008905-RA	transmembrane_protein_245	AI-2E_transport/
TrH2_TrispH2_008906-RA	solute_carrier_organic_anion_transporter_family_member_4C1	OATP/Kazal_2/
TrH2_TrispH2_008907-RA	transmembrane_protein_94	
TrH2_TrispH2_008908-RA	solute_carrier_organic_anion_transporter_family_member_4C1	OATP/Kazal_2/
TrH2_TrispH2_008909-RA	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/Kazal_2/
TrH2_TrispH2_008910-RA		
TrH2_TrispH2_008911-RA		
TrH2_TrispH2_008912-RA		
TrH2_TrispH2_008913-RA		TPR_8/TPR_8/TPR_8/
TrH2_TrispH2_008914-RA		
TrH2_TrispH2_008915-RA	phosphatidylinositol_glycan_anchor_biosynthesis_class_K	Peptidase_C13/
TrH2_TrispH2_008916-RA	XPA_binding_protein_2	
TrH2_TrispH2_008917-RA	cytochrome_P450_family_7_subfamily_B_member_1	p450/
TrH2_TrispH2_008918-RA	cytochrome_P450_family_39_subfamily_A_member_1	p450/
TrH2_TrispH2_008919-RA	cytochrome_P450_family_4_subfamily_V_member_2	p450/
TrH2_TrispH2_008920-RA	cytochrome_P450_family_7_subfamily_A_member_1	p450/
TrH2_TrispH2_008921-RA	mediator_complex_subunit_27	Med27/
TrH2_TrispH2_008922-RA	SWI5_homologous_recombination_repair_protein	Swi5/
TrH2_TrispH2_008923-RA	SRY_box_transcription_factor_14	HMG_box/
TrH2_TrispH2_008924-RA	guanylate_cyclase_1_soluble_subunit_beta_1	HNOB/HNOBA/HNOBA/Guanylate_cyc/
TrH2_TrispH2_008925-RA	muscleblind_like_splicing_regulator_1	zf-CCCH/
TrH2_TrispH2_008926-RA	Zic_family_member_4	zf_ZIC/zf-C2H2/zf-C2H2/
TrH2_TrispH2_008927-RA		
TrH2_TrispH2_008928-RA	WD_repeat_domain_44	WD40/WD40/WD40/
TrH2_TrispH2_008929-RA	cold_inducible_RNA_binding_protein	RRM_1/
TrH2_TrispH2_008930-RA	THAP_domain_containing_4	DUF1794/
TrH2_TrispH2_008931-RA	intraflagellar_transport_80	WD40/WD40/WD40/
TrH2_TrispH2_008932-RA		
TrH2_TrispH2_008933-RA	lysozyme_g2	
TrH2_TrispH2_008934-RA	lysophospholipase_like_1	Abhydrolase_2/
TrH2_TrispH2_008935-RA	MINDY_lysine_48_deubiquitinase_4	DUF4205/
TrH2_TrispH2_008936-RA	methylcrotonoyl_CoA_carboxylase_1	Biotin_carb_N/CPSase_L_D2/Biotin_carb_C/Biotin_lipoyl/
TrH2_TrispH2_008937-RA	chromosome_X_open_reading_frame_58	
TrH2_TrispH2_008938-RA	growth_hormone_regulated_TBC_protein_1	RabGAP-TBC/
TrH2_TrispH2_008939-RA		
TrH2_TrispH2_008940-RA	lysosomal_associated_membrane_protein_2	
TrH2_TrispH2_008941-RA	autophagy_related_4B_cysteine_peptidase	Peptidase_C54/
TrH2_TrispH2_008942-RA	sphingosine_kinase_2	DAGK_cat/
TrH2_TrispH2_008943-RA	OTU_deubiquitinase_3	OTU/
TrH2_TrispH2_008944-RA		
TrH2_TrispH2_008945-RA		
TrH2_TrispH2_008946-RA	mutS_homolog_3	MutS_I/MutS_II/MutS_III/MutS_V/
TrH2_TrispH2_008947-RA	BCL2_associated_X_apoptosis_regulator	Bcl-2/
TrH2_TrispH2_008948-RA	ER_membrane_protein_complex_subunit_6	Rab5ip/
TrH2_TrispH2_008949-RA		7tm_1/
TrH2_TrispH2_008950-RA		
TrH2_TrispH2_008951-RA	centrosomal_protein_162	
TrH2_TrispH2_008952-RA	GPN_loop_GTPase_2	ATP_bind_1/
TrH2_TrispH2_008953-RA	actin_beta	Actin/
TrH2_TrispH2_008954-RA		
TrH2_TrispH2_008955-RA	post_GPI_attachment_to_proteins_2	Frag1/
TrH2_TrispH2_008956-RA	actin_gamma_1	Actin/
TrH2_TrispH2_008957-RA	post_GPI_attachment_to_proteins_2	Frag1/
TrH2_TrispH2_008958-RA	calpain_15	zf-RanBP/Peptidase_C2/
TrH2_TrispH2_008959-RA		
TrH2_TrispH2_008960-RA	solute_carrier_family_30_member_9	Cation_efflux/
TrH2_TrispH2_008961-RA	ATPase_H_transporting_V0_subunit_c	ATP-synt_C/ATP-synt_C/
TrH2_TrispH2_008962-RA	TNF_receptor_associated_protein_1	HATPase_c/HSP90/
TrH2_TrispH2_008963-RA	phosphoglycerate_kinase_1	PGK/
TrH2_TrispH2_008964-RA	periodic_tryptophan_protein_2_homolog	WD40/WD40/WD40/WD40/WD40/Utp12/
TrH2_TrispH2_008965-RA	dynein_axonemal_light_chain_1	LRR_4/
TrH2_TrispH2_008966-RA	germ_cell_nuclear_acidic_peptidase	SprT-like/
TrH2_TrispH2_008967-RA		
TrH2_TrispH2_008968-RA	myotubularin_related_protein_7	Myotub-related/
TrH2_TrispH2_008969-RA	ubiquitin_C_terminal_hydrolase_L3	Peptidase_C12/
TrH2_TrispH2_008970-RA		Pam17/
TrH2_TrispH2_008971-RA	somatostatin_receptor_5	7tm_1/
TrH2_TrispH2_008972-RA		
TrH2_TrispH2_008973-RA		
TrH2_TrispH2_008974-RA		7tm_1/
TrH2_TrispH2_008975-RA		7tm_1/
TrH2_TrispH2_008976-RA	C_X_C_motif_chemokine_receptor_2	7tm_1/
TrH2_TrispH2_008977-RA	bombesin_receptor_subtype_3	7tm_1/
TrH2_TrispH2_008978-RA		
TrH2_TrispH2_008979-RA	adrenoceptor_alpha_1D	7tm_1/
TrH2_TrispH2_008980-RA	histamine_receptor_H2	7tm_1/
TrH2_TrispH2_008981-RA	septin_8	Septin/
TrH2_TrispH2_008982-RA	scavenger_receptor_class_B_member_2	CD36/
TrH2_TrispH2_008983-RA	COMM_domain_containing_5	COMM_domain/
TrH2_TrispH2_008984-RA	branched_chain_keto_acid_dehydrogenase_E1_subunit_beta	Transket_pyr/Transketolase_C/
TrH2_TrispH2_008985-RA	terminal_nucleotidyltransferase_5D	NTP_transf_7/
TrH2_TrispH2_008986-RA	serine_hydrolase_like_2	Abhydrolase_1/
TrH2_TrispH2_008987-RA	cilia_and_flagella_associated_protein_47	PapD-like/CH/
TrH2_TrispH2_008988-RA	cytochrome_c_oxidase_copper_chaperone_COX17	COX17/
TrH2_TrispH2_008989-RA	AT_rich_interaction_domain_1A	ARID/BAF250_C/
TrH2_TrispH2_008990-RA	relaxin_family_peptide_receptor_1	LRR_8/LRR_8/7tm_1/
TrH2_TrispH2_008991-RA		LRR_8/
TrH2_TrispH2_008992-RA		LRR_8/LRR_8/
TrH2_TrispH2_008993-RA		LRRNT/
TrH2_TrispH2_008994-RA	hormonally_up_regulated_Neu_associated_kinase	Pkinase/
TrH2_TrispH2_008995-RA	yrdC_N6_threonylcarbamoyltransferase_domain_containing	Sua5_yciO_yrdC/Sua5_yciO_yrdC/
TrH2_TrispH2_008996-RA	synaptotagmin_like_5	FYVE_2/C2/
TrH2_TrispH2_008997-RA	pyruvate_dehydrogenase_E1_subunit_alpha_1	E1_dh/
TrH2_TrispH2_008998-RA	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
TrH2_TrispH2_008999-RA	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
TrH2_TrispH2_009000-RA	centrosomal_protein_43	FOP_dimer/
TrH2_TrispH2_009001-RA	aryl_hydrocarbon_receptor	HLH/PAS_11/
TrH2_TrispH2_009002-RA	SH3_domain_binding_glutamate_rich_protein_like_3	SH3BGR/
TrH2_TrispH2_009003-RA	leucine_rich_repeat_containing_24	LRR_5/LRR_8/
TrH2_TrispH2_009004-RA	spermine_synthase	Spermine_synt_N/Spermine_synth/
TrH2_TrispH2_009005-RA	ribosomal_protein_S6_kinase_A2	Pkinase/Pkinase_C/Pkinase/
TrH2_TrispH2_009006-RA	macoilin_1	Macoilin/Macoilin/
TrH2_TrispH2_009007-RA	ubiquitin_specific_peptidase_38	UCH/
TrH2_TrispH2_009008-RA	anoctamin_4	Anoct_dimer/Anoctamin/
TrH2_TrispH2_009009-RA	FAT_atypical_cadherin_1	Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Cadherin/Laminin_G_2/EGF/EGF/
TrH2_TrispH2_009010-RA		
TrH2_TrispH2_009011-RA	RNA_polymerase_I_subunit_E	RNA_pol_I_A49/
TrH2_TrispH2_009012-RA	coiled_coil_domain_containing_138	
TrH2_TrispH2_009013-RA	novel_protein	Ank_4/Ank_2/Ank/
TrH2_TrispH2_009014-RA		
TrH2_TrispH2_009015-RA	transmembrane_protein_33	TMEM33_Pom33/
TrH2_TrispH2_009016-RA		GEMIN8/
TrH2_TrispH2_009017-RA	spermatogenesis_associated_4	CH_2/
TrH2_TrispH2_009018-RA	zinc_finger_E_box_binding_homeobox_1	zf-C2H2/zf-C2H2/zf-C2H2/
TrH2_TrispH2_009019-RA	dachsous_cadherin_related_2	Laminin_G_3/Cadherin/Recep_L_domain/
TrH2_TrispH2_009020-RA		
TrH2_TrispH2_009021-RA	E1A_binding_protein_p300	zf-TAZ/KIX/Bromodomain/DUF902/HAT_KAT11/ZZ/zf-TAZ/
TrH2_TrispH2_009022-RA	prolactin_releasing_hormone_receptor	7tm_1/
TrH2_TrispH2_009023-RA	prokineticin_receptor_2	7tm_1/
TrH2_TrispH2_009024-RA	prolactin_releasing_hormone_receptor	7tm_1/
TrH2_TrispH2_009025-RA		
TrH2_TrispH2_009026-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
TrH2_TrispH2_009027-RA	aprataxin	DcpS_C/zf-C2HE/
TrH2_TrispH2_009028-RA	hydroxyacyl_thioester_dehydratase_type_2	MaoC_dehydratas/
TrH2_TrispH2_009029-RA	leucine_rich_repeat_containing_74A	LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/
TrH2_TrispH2_009030-RA	ADP_ribosylation_factor_like_GTPase_2	Arf/
TrH2_TrispH2_009031-RA	ribosomal_protein_S6_kinase_like_1	PX/MIT/Pkinase/
TrH2_TrispH2_009032-RA	apoptosis_resistant_E3_ubiquitin_protein_ligase_1	HECT/
TrH2_TrispH2_009033-RA	leucine_rich_repeat_protein_1	LRR_8/
TrH2_TrispH2_009034-RA	B9_domain_containing_2	B9-C2/
TrH2_TrispH2_009035-RA	tyrosyl_DNA_phosphodiesterase_1	zf-CCHH/Tyr-DNA_phospho/
TrH2_TrispH2_009036-RA	adaptor_related_protein_complex_4_subunit_sigma_1	Clat_adaptor_s/
TrH2_TrispH2_009037-RA	striatin	Striatin/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_009038-RA		
TrH2_TrispH2_009039-RA	vesicle_amine_transport_1	ADH_N/ADH_zinc_N_2/
TrH2_TrispH2_009040-RA	mediator_of_cell_motility_1	Memo/
TrH2_TrispH2_009041-RA	RAB1A_member_RAS_oncogene_family	Ras/
TrH2_TrispH2_009042-RA		
TrH2_TrispH2_009043-RA		
TrH2_TrispH2_009044-RA		
TrH2_TrispH2_009045-RA	retinol_dehydrogenase_13	adh_short/
TrH2_TrispH2_009046-RA	retinol_dehydrogenase_13	adh_short/
TrH2_TrispH2_009047-RA	retinol_dehydrogenase_14	adh_short/
TrH2_TrispH2_009048-RA	retinol_dehydrogenase_13	adh_short/
TrH2_TrispH2_009049-RA	retinol_dehydrogenase_13	adh_short/
TrH2_TrispH2_009050-RA	retinol_dehydrogenase_13	adh_short/
TrH2_TrispH2_009051-RA	adenylate_kinase_7	ADK/Dpy-30/
TrH2_TrispH2_009053-RA	solute_carrier_family_3_member_1	Alpha-amylase/DUF3459/
TrH2_TrispH2_009054-RA	solute_carrier_family_3_member_1	Alpha-amylase/
TrH2_TrispH2_009055-RA	FERM_domain_containing_6	FERM_N/FERM_M/FERM_C/
TrH2_TrispH2_009056-RA	serine_protease_12	SRCR/
TrH2_TrispH2_009057-RA	adhesion_G_protein_coupled_receptor_L2	CUB/GAIN/GPS/7tm_2/
TrH2_TrispH2_009058-RA	chromosome_16_open_reading_frame_89	DUF4735/
TrH2_TrispH2_009059-RA	serine_protease_12	SRCR/
TrH2_TrispH2_009060-RA	CD5_molecule_like	SRCR/
TrH2_TrispH2_009061-RA	intelectin_2	
TrH2_TrispH2_009062-RA	piggyBac_transposable_element_derived_4	
TrH2_TrispH2_009063-RA	deleted_in_malignant_brain_tumors_1	SRCR/SRCR/SRCR/EGF/SRCR/SRCR/SRCR/SRCR/SRCR/EGF/SRCR/SRCR/SRCR/Ig_3/I-set/Ig_3/Ig_3/
TrH2_TrispH2_009064-RA	piggyBac_transposable_element_derived_4	DDE_Tnp_1_7/
TrH2_TrispH2_009065-RA		
TrH2_TrispH2_009066-RA	intraflagellar_transport_140	ANAPC4_WD40/
TrH2_TrispH2_009067-RA	2_4_dienoyl_CoA_reductase_2	adh_short_C2/
TrH2_TrispH2_009068-RA	ribosomal_protein_L38	Ribosomal_L38e/
TrH2_TrispH2_009069-RA	spermine_oxidase	Amino_oxidase/
TrH2_TrispH2_009070-RA		CARD/APAF1_C/
TrH2_TrispH2_009071-RA	plasminogen	Kringle/SRCR/SRCR/
TrH2_TrispH2_009072-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
TrH2_TrispH2_009073-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_Arg_deC_N/
TrH2_TrispH2_009074-RA	hexosaminidase_D	
TrH2_TrispH2_009075-RA		
TrH2_TrispH2_009076-RA	interleukin_1_receptor_associated_kinase_4	Pkinase_Tyr/
TrH2_TrispH2_009077-RA		MADF_DNA_bdg/
TrH2_TrispH2_009078-RA	thyroid_stimulating_hormone_receptor	LRR_5/7tm_1/
TrH2_TrispH2_009079-RA	hexosaminidase_D	Glyco_hydro_20/
TrH2_TrispH2_009080-RA	protein_L_isoaspartate_D_aspartate_O_methyltransferase	PCMT/
TrH2_TrispH2_009081-RA	ADAM_metallopeptidase_domain_10	Reprolysin_2/
TrH2_TrispH2_009082-RA	ADAM_metallopeptidase_domain_10	Reprolysin_5/
TrH2_TrispH2_009083-RA	formin_2	FH2/
TrH2_TrispH2_009084-RA	stonin_2	Adap_comp_sub/
TrH2_TrispH2_009085-RA	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
TrH2_TrispH2_009086-RA		
TrH2_TrispH2_009087-RA	leucine_rich_pentatricopeptide_repeat_containing	PPR_3/PPR_3/PPR/PPR/PPR/
TrH2_TrispH2_009088-RA	Rho_GTPase_activating_protein_11A	RhoGAP/
TrH2_TrispH2_009089-RA	TBC1_domain_family_member_9	GRAM/GRAM/RabGAP-TBC/
TrH2_TrispH2_009090-RA		mTERF/mTERF/
TrH2_TrispH2_009091-RA	MINDY_lysine_48_deubiquitinase_2	MINDY_DUB/
TrH2_TrispH2_009092-RA		Vac14_Fab1_bd/
TrH2_TrispH2_009093-RA	mediator_complex_subunit_25	Med25_VWA/Med25_VWA/Med25/
TrH2_TrispH2_009094-RA		SHIPPO-rpt/SHIPPO-rpt/
TrH2_TrispH2_009095-RA	uridine_monophosphate_synthetase	Pribosyltran/OMPdecase/
TrH2_TrispH2_009096-RA	neuropeptide_FF_receptor_2	7tm_1/
TrH2_TrispH2_009097-RA	phospholipid_scramblase_1	Scramblase/
TrH2_TrispH2_009098-RA	NODAL_modulator_3	
TrH2_TrispH2_009099-RA	histone_H4_transcription_factor	zf-C2H2/zf-C2H2/
TrH2_TrispH2_009100-RA	COPI_coat_complex_subunit_alpha	WD40/WD40/WD40/WD40/WD40/Coatomer_WDAD/COPI_C/COPI_C/
TrH2_TrispH2_009101-RA	protein_phosphatase_1_regulatory_inhibitor_subunit_11	PPI_Ypi1/
TrH2_TrispH2_009102-RA	Cbl_proto_oncogene	Cbl_N2/Cbl_N3/Prok-RING_4/
TrH2_TrispH2_009103-RA	Cbl_proto_oncogene	Cbl_N/
TrH2_TrispH2_009104-RA	tetratricopeptide_repeat_domain_12	
TrH2_TrispH2_009105-RA		
TrH2_TrispH2_009106-RA	integrator_complex_subunit_10	
TrH2_TrispH2_009107-RA	MRE11_homolog_double_strand_break_repair_nuclease	Metallophos/Mre11_DNA_bind/
TrH2_TrispH2_009108-RA	glycogen_synthase_kinase_3_beta	Pkinase/
TrH2_TrispH2_009109-RA	pyroglutamylated_RFamide_peptide_receptor	7tm_1/
TrH2_TrispH2_009110-RA	calmodulin_like_3	EF-hand_7/EF-hand_7/
TrH2_TrispH2_009111-RA		
TrH2_TrispH2_009112-RA	prokineticin_receptor_2	7tm_1/
TrH2_TrispH2_009113-RA	aprataxin_and_PNKP_like_factor	7tm_1/
TrH2_TrispH2_009114-RA	tachykinin_receptor_3	7tm_1/
TrH2_TrispH2_009115-RA	opioid_receptor_kappa_1	7tm_1/
TrH2_TrispH2_009116-RA		
TrH2_TrispH2_009117-RA		DSBA/DSBA/
TrH2_TrispH2_009118-RA		DSBA/
TrH2_TrispH2_009119-RA		DSBA/DSBA/
TrH2_TrispH2_009120-RA		DSBA/DSBA/
TrH2_TrispH2_009121-RA	5_hydroxytryptamine_receptor_7	7tm_1/
TrH2_TrispH2_009122-RA	sphingosine_1_phosphate_receptor_1	7tm_1/
TrH2_TrispH2_009123-RA	adrenoceptor_alpha_1B	7tm_1/
TrH2_TrispH2_009124-RA	relaxin_family_peptide_receptor_2	7tm_1/
TrH2_TrispH2_009125-RA		7tm_1/
TrH2_TrispH2_009126-RA	follicle_stimulating_hormone_receptor	7tm_1/
TrH2_TrispH2_009127-RA		7tm_1/
TrH2_TrispH2_009128-RA		7tm_1/
TrH2_TrispH2_009129-RA	thyroid_stimulating_hormone_receptor	7tm_1/
TrH2_TrispH2_009130-RA	follicle_stimulating_hormone_receptor	7tm_1/
TrH2_TrispH2_009131-RA	sucrase_isomaltase	Trefoil/NtCtMGAM_N/
TrH2_TrispH2_009132-RA	F_box_protein_31	F-box/DUF3506/
TrH2_TrispH2_009133-RA	ventricular_zone_expressed_PH_domain_containing_1	
TrH2_TrispH2_009134-RA	coagulation_factor_IX	Trypsin/
TrH2_TrispH2_009135-RA	tolloid_like_1	EGF/EGF/CUB/EGF/CUB/
TrH2_TrispH2_009136-RA	adrenoceptor_alpha_1B	7tm_1/
TrH2_TrispH2_009137-RA	ArfGAP_with_coiled_coil_ankyrin_repeat_and_PH_domains_2	BAR_3/PH/ArfGap/Ank_2/
TrH2_TrispH2_009138-RA	dishevelled_segment_polarity_protein_3	DIX/PDZ/DEP/
TrH2_TrispH2_009139-RA	solute_carrier_family_35_member_F6	SLC35F/
TrH2_TrispH2_009140-RA	G_protein_subunit_beta_1	WD40/WD40/WD40/WD40/WD40/WD40/
TrH2_TrispH2_009141-RA	myeloid_leukemia_factor_2	Mlf1IP/
TrH2_TrispH2_009142-RA	angiotensin_II_receptor_type_1	7tm_1/
TrH2_TrispH2_009143-RA	phenylalanyl_tRNA_synthetase_subunit_beta	PhetRS_B1/B3_4/B5/tRNA_synthFbeta/
TrH2_TrispH2_009144-RA		MRP-S24/
TrH2_TrispH2_009145-RA	Rieske_Fe_S_domain_containing	Rieske_2/
TrH2_TrispH2_009146-RA	ATP_binding_cassette_subfamily_F_member_3	ABC_tran/ABC_tran_Xtn/ABC_tran/
TrH2_TrispH2_009147-RA	lysophosphatidylcholine_acyltransferase_3	MBOAT/
TrH2_TrispH2_009148-RA	lysophosphatidylcholine_acyltransferase_3	MBOAT/
TrH2_TrispH2_009149-RA		
TrH2_TrispH2_009150-RA		
TrH2_TrispH2_009151-RA	diaphanous_related_formin_2	Drf_GBD/Drf_FH3/FH2/
TrH2_TrispH2_009152-RA	tudor_domain_containing_3	RMI1_N/
TrH2_TrispH2_009153-RA	FA_complementation_group_B	
TrH2_TrispH2_009154-RA	polo_like_kinase_4	Pkinase/Plk4_PB1/Plk4_PB2/
TrH2_TrispH2_009155-RA	epoxide_hydrolase_2	Abhydrolase_1/
TrH2_TrispH2_009156-RA	dystrophin	Spectrin/Spectrin/WW/EF-hand_2/EF-hand_3/ZZ/
TrH2_TrispH2_009157-RA	utrophin	CH/CH/Spectrin/
TrH2_TrispH2_009158-RA	adenylate_kinase_9	ADK/ADK/ADK/
TrH2_TrispH2_009159-RA	zinc_finger_protein_277	zf-C2H2_2/zf-C2H2_2/zf-C2H2_2/
TrH2_TrispH2_009160-RA	Mdm1_nuclear_protein	MDM1/
TrH2_TrispH2_009161-RA	Wnt_family_member_2	wnt/
TrH2_TrispH2_009162-RA	dynein_axonemal_light_intermediate_chain_1	Ax_dynein_light/
TrH2_TrispH2_009163-RA	NMD3_ribosome_export_adaptor	NMD3/
TrH2_TrispH2_009164-RA	leucine_rich_repeat_containing_9	LRR_9/LRR_9/LRR_8/
TrH2_TrispH2_009165-RA	ubiquitin_protein_ligase_E3_component_n_recognin_5	E3_UbLigase_EDD/PABP/HECT/
TrH2_TrispH2_009166-RA	RAB32_member_RAS_oncogene_family	Ras/
TrH2_TrispH2_009167-RA	RAB32_member_RAS_oncogene_family	Ras/
TrH2_TrispH2_009168-RA	RAB32_member_RAS_oncogene_family	Ras/
TrH2_TrispH2_009169-RA	RAB32_member_RAS_oncogene_family	Ras/
TrH2_TrispH2_009170-RA	copper_chaperone_for_superoxide_dismutase	HMA/Sod_Cu/
TrH2_TrispH2_009171-RA	family_with_sequence_similarity_8_member_A1	RDD/
TrH2_TrispH2_009172-RA	WD_repeat_domain_35	ANAPC4_WD40/
TrH2_TrispH2_009173-RA	programmed_cell_death_2_like	PDCD2_C/
TrH2_TrispH2_009174-RA	replication_factor_C_subunit_1	BRCT/AAA/RFC1/
TrH2_TrispH2_009175-RA	glutamate_cysteine_ligase_catalytic_subunit	GCS/
TrH2_TrispH2_009176-RA	trafficking_protein_particle_complex_9	TRAPPC9-Trs120/TRAPPC9-Trs120/TRAPPC9-Trs120/
TrH2_TrispH2_009177-RA	androgen_induced_1	Far-17a_AIG1/
TrH2_TrispH2_009178-RA	androgen_induced_1	Far-17a_AIG1/Far-17a_AIG1/
TrH2_TrispH2_009179-RA	androgen_induced_1	Far-17a_AIG1/
TrH2_TrispH2_009180-RA	agrin	Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/
TrH2_TrispH2_009181-RA	biogenesis_of_lysosomal_organelles_complex_1_subunit_5	Muted/
TrH2_TrispH2_009182-RA	adenosine_deaminase_tRNA_specific_2	dCMP_cyt_deam_1/
TrH2_TrispH2_009183-RA	short_coiled_coil_protein	DUF2205/
TrH2_TrispH2_009184-RA	sperm_associated_antigen_1	TPR_8/TPR_11/RPAP3_C/
TrH2_TrispH2_009185-RA	tubulin_gamma_complex_associated_protein_5	GCP_N_terminal/GCP_C_terminal/
TrH2_TrispH2_009186-RA	exosome_component_6	RNase_PH/
TrH2_TrispH2_009187-RA		FMN_red/
TrH2_TrispH2_009188-RA	doublecortin_domain_containing_2	DCX/DCX/
TrH2_TrispH2_009189-RA	minichromosome_maintenance_9_homologous_recombination_repair_factor	MCM_OB/MCM/MCM_lid/
TrH2_TrispH2_009190-RA	serine_protease_16	Peptidase_S28/
TrH2_TrispH2_009191-RA	cAMP_responsive_element_binding_protein_like_2	
TrH2_TrispH2_009192-RA	sperm_flagellar_1	CH_2/
TrH2_TrispH2_009193-RA	solute_carrier_family_25_member_51	Mito_carr/Mito_carr/Mito_carr/
TrH2_TrispH2_009194-RA	astacin_like_metalloendopeptidase	Astacin/Laminin_G_3/
TrH2_TrispH2_009195-RA	TATA_box_binding_protein_associated_factor_12	TFIID_20kDa/
TrH2_TrispH2_009196-RA	trafficking_protein_particle_complex_3	TRAPP/
