HoiH23_g2.t1		
HoiH23_hyp_clust10028.t1	novel_protein	SRCR/
HoiH23_PlH23_008513-RA	solute_carrier_family_22_member_18	MFS_1/
HoiH23_PlH23_008514-RA	LKAAEAR_motif_containing_1	LKAAEAR/
HoiH23_PlH23_008515-RA	ATPase_H_transporting_V1_subunit_H	V-ATPase_H_N/V-ATPase_H_C/
HoiH23_PlH23_008516-RA	regulating_synaptic_membrane_exocytosis_2	FYVE_2/C2/C2/
HoiH23_PlH23_008517-RA	calcium_sensing_receptor	ANF_receptor/7tm_3/
HoiH23_PlH23_008518-RA	calcium_sensing_receptor	ANF_receptor/NCD3G/7tm_3/
HoiH23_PlH23_008519-RA	DDB1_and_CUL4_associated_factor_13	WD40/WD40/ANAPC4_WD40/Sof1/
HoiH23_PlH23_008520-RA		
HoiH23_PlH23_008521-RA	N_6_adenine_specific_DNA_methyltransferase_1	MTS/
HoiH23_PlH23_008522-RA	insulin_receptor_substrate_1	PH/IRS/
HoiH23_PlH23_008523-RA		
HoiH23_PlH23_008524-RA		
HoiH23_PlH23_008525-RA		
HoiH23_PlH23_008526-RA		
HoiH23_PlH23_008527-RA		
HoiH23_PlH23_008528-RA		
HoiH23_PlH23_008529-RA		
HoiH23_PlH23_008530-RA		
HoiH23_PlH23_008531-RA		
HoiH23_PlH23_008532-RA		
HoiH23_PlH23_008533-RA		
HoiH23_PlH23_008534-RA		
HoiH23_PlH23_008535-RA		
HoiH23_PlH23_008536-RA	RAS_p21_protein_activator_3	C2/C2/RasGAP/PH/BTK/
HoiH23_PlH23_008537-RA	GPALPP_motifs_containing_1	DUF3752/
HoiH23_PlH23_008538-RA	F_box_protein_22	F-box/FIST/FIST_C/
HoiH23_PlH23_008539-RA	tetratricopeptide_repeat_domain_6	TPR_16/TPR_16/TPR_1/
HoiH23_PlH23_008540-RA		
HoiH23_PlH23_008541-RA		
HoiH23_PlH23_008542-RA	karyopherin_subunit_alpha_4	IBB/Arm/Arm/Arm/Arm/Arm/Arm/Arm_3/
HoiH23_PlH23_008543-RA	COP9_signalosome_subunit_6	JAB/MitMem_reg/
HoiH23_PlH23_008544-RA	terminal_nucleotidyltransferase_5C	NTP_transf_7/
HoiH23_PlH23_008545-RA		Death/
HoiH23_PlH23_008546-RA	solute_carrier_family_29_member_1_Augustine_blood_group	Nucleoside_tran/
HoiH23_PlH23_008547-RA	solute_carrier_family_29_member_2	
HoiH23_PlH23_008548-RA	ADAM_metallopeptidase_domain_10	Pep_M12B_propep/Reprolysin_5/
HoiH23_PlH23_008549-RA	clathrin_heavy_chain	Clathrin_H_link/Clathrin/
HoiH23_PlH23_008550-RA	Rac_family_small_GTPase_1	Ras/
HoiH23_PlH23_008551-RA	coiled_coil_domain_containing_42	DUF4200/
HoiH23_PlH23_008552-RA	dCTP_pyrophosphatase_1	MazG-like/
HoiH23_PlH23_008553-RA		
HoiH23_PlH23_008554-RA	5_hydroxytryptamine_receptor_1E	7tm_1/
HoiH23_PlH23_008555-RA		LRR_8/
HoiH23_PlH23_008556-RA	integrator_complex_subunit_2	INTS2/
HoiH23_PlH23_008559-RA	TBCC_domain_containing_1	TBCC/
HoiH23_PlH23_008560-RA	RAN_binding_protein_1	Ran_BP1/
HoiH23_PlH23_008561-RA	retinol_dehydrogenase_13	adh_short/
HoiH23_PlH23_008562-RA	nipsnap_homolog_2	NIPSNAP/NIPSNAP/
HoiH23_PlH23_008563-RA	adrenoceptor_beta_2	7tm_1/
HoiH23_PlH23_008564-RA	5_hydroxytryptamine_receptor_1F	7tm_1/
HoiH23_PlH23_008565-RA	histamine_receptor_H2	7tm_1/
HoiH23_PlH23_008566-RA	adrenoceptor_beta_2	7tm_1/
HoiH23_PlH23_008567-RA	adrenoceptor_beta_2	7tm_1/
HoiH23_PlH23_008568-RA		7tm_1/
HoiH23_PlH23_008569-RA	trace_amine_associated_receptor_1	7tm_1/
HoiH23_PlH23_008570-RA		7tm_1/
HoiH23_PlH23_008571-RA	adrenoceptor_beta_2	7tm_1/
HoiH23_PlH23_008572-RA		7tm_1/
HoiH23_PlH23_008573-RA	galanin_receptor_2	7tm_1/
HoiH23_PlH23_008574-RA	dopamine_receptor_D2	7tm_1/
HoiH23_PlH23_008575-RA	dopamine_receptor_D5	7tm_1/
HoiH23_PlH23_008576-RA	cold_shock_domain_containing_E1	CSD/CSD/SUZ-C/
HoiH23_PlH23_008577-RA	thymocyte_nuclear_protein_1	EVE/
HoiH23_PlH23_008578-RA	NIMA_related_kinase_8	Pkinase/RCC1/RCC1/RCC1/RCC1/RCC1/
HoiH23_PlH23_008579-RA	SEC11_homolog_C_signal_peptidase_complex_subunit	Peptidase_S24/
HoiH23_PlH23_008580-RA	melanotransferrin	Transferrin/Transferrin/
HoiH23_PlH23_008581-RA	RAB11B_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_008582-RA	leucine_rich_repeat_containing_71	LRR_6/LRR_6/LRR_6/LRR_6/
HoiH23_PlH23_008583-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_008584-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_008585-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_008586-RA	solute_carrier_family_35_member_F4	
HoiH23_PlH23_008587-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_008588-RA	somatostatin_receptor_2	7tm_1/
HoiH23_PlH23_008589-RA	tachykinin_receptor_3	7tm_1/
HoiH23_PlH23_008590-RA	solute_carrier_family_16_member_2	MFS_1/
HoiH23_PlH23_008591-RA	eukaryotic_translation_initiation_factor_4E_nuclear_import_factor_1	EIF4E-T/
HoiH23_PlH23_008592-RA	phosphorylase_kinase_catalytic_subunit_gamma_1	Pkinase/
HoiH23_PlH23_008593-RA	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/
HoiH23_PlH23_008594-RA	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/LSDAT_euk/Ion_trans/
HoiH23_PlH23_008595-RA	translocase_of_inner_mitochondrial_membrane_22	Tim17/
HoiH23_PlH23_008596-RA		
HoiH23_PlH23_008597-RA		
HoiH23_PlH23_008598-RA	SRR1_domain_containing	SRR1/
HoiH23_PlH23_008599-RA		
HoiH23_PlH23_008600-RA		
HoiH23_PlH23_008601-RA	BCR_activator_of_RhoGEF_and_GTPase	RhoGEF/RhoGAP/RhoGAP/
HoiH23_PlH23_008602-RA	interferon_regulatory_factor_2	IRF/ZU5/ZU5/
HoiH23_PlH23_008603-RA	ankyrin_repeat_domain_55	Ank_2/Ank_3/Ank_2/Ank_2/Ank_2/Ank_2/
HoiH23_PlH23_008604-RA	EMAP_like_2	HELP/WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_008605-RA	citrate_synthase_lysine_methyltransferase	Methyltransf_25/
HoiH23_PlH23_008606-RA	pyruvate_dehydrogenase_complex_component_X	E3_binding/2-oxoacid_dh/
HoiH23_PlH23_008607-RA	golgi_transport_1B	Got1/
HoiH23_PlH23_008608-RA	potassium_voltage_gated_channel_subfamily_A_member_1	BTB_2/Ion_trans/
HoiH23_PlH23_008609-RA	nucleosome_assembly_protein_1_like_1	NAP/
HoiH23_PlH23_008610-RA	MGAT4_family_member_C	Glyco_transf_54/
HoiH23_PlH23_008611-RA		
HoiH23_PlH23_008612-RA	MGAT4_family_member_C	Glyco_transf_54/
HoiH23_PlH23_008613-RA		
HoiH23_PlH23_008614-RA		
HoiH23_PlH23_008615-RA	switching_B_cell_complex_subunit_SWAP70	PH/
HoiH23_PlH23_008616-RA	fatty_acid_desaturase_1	Cyt-b5/FA_desaturase/
HoiH23_PlH23_008617-RA		
HoiH23_PlH23_008618-RA		CD20/
HoiH23_PlH23_008619-RA		BPL_N/
HoiH23_PlH23_008620-RA	armadillo_repeat_containing_3	Arm/Arm/EDR1/
HoiH23_PlH23_008621-RA		
HoiH23_PlH23_008622-RA	solute_carrier_family_35_member_E2B	TPT/
HoiH23_PlH23_008623-RA	CENPS_CORT_readthrough	CENP-S/
HoiH23_PlH23_008624-RA	prohibitin_2	Band_7/
HoiH23_PlH23_008625-RA	kelch_like_family_member_17	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
HoiH23_PlH23_008626-RA	SMG8_nonsense_mediated_mRNA_decay_factor	Smg8_Smg9/
HoiH23_PlH23_008627-RA	COPI_coat_complex_subunit_beta_2	WD40/WD40/WD40/WD40/Coatomer_WDAD/
HoiH23_PlH23_008628-RA	UDP_glucose_6_dehydrogenase	UDPG_MGDP_dh_N/UDPG_MGDP_dh/UDPG_MGDP_dh_C/
HoiH23_PlH23_008629-RA		
HoiH23_PlH23_008630-RA	golgi_SNAP_receptor_complex_member_1	V-SNARE_C/
HoiH23_PlH23_008631-RA	pescadillo_ribosomal_biogenesis_factor_1	Pescadillo_N/BRCT_2/
HoiH23_PlH23_008632-RA	arginine_and_serine_rich_coiled_coil_2	SMAP/
HoiH23_PlH23_008633-RA	SPT6_homolog_histone_chaperone_and_transcription_elongation_factor	SPT6_acidic/YqgF/HHH_7/HHH_9/S1/SH2_2/
HoiH23_PlH23_008634-RA	solute_carrier_family_38_member_9	Aa_trans/Aa_trans/
HoiH23_PlH23_008635-RA	RIMS_binding_protein_2	SH3_2/SH3_2/
HoiH23_PlH23_008636-RA		
HoiH23_PlH23_008637-RA	CDP_diacylglycerol_inositol_3_phosphatidyltransferase	CDP-OH_P_transf/
HoiH23_PlH23_008638-RA		Dimer_Tnp_hAT/
HoiH23_PlH23_008639-RA	phosphatidylinositol_transfer_protein_alpha	IP_trans/
HoiH23_PlH23_008640-RA	scavenger_receptor_class_A_member_5	SRCR/
HoiH23_PlH23_008641-RA	multiple_PDZ_domain_crumbs_cell_polarity_complex_component	PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/PDZ/
HoiH23_PlH23_008642-RA		Patatin/
HoiH23_PlH23_008643-RA	nuclear_autoantigenic_sperm_protein	SHNi-TPR/
HoiH23_PlH23_008644-RA	target_of_EGR1_exonuclease	CAF1/CAF1/
HoiH23_PlH23_008645-RA	phosphatidylinositol_glycan_anchor_biosynthesis_class_G	Phosphodiest/
HoiH23_PlH23_008646-RA	midasin_AAA_ATPase_1	AAA_5/AAA_lid_7/AAA_5/AAA_5/AAA_lid_5/AAA_5/AAA_lid_7/AAA_5/AAA_5/AAA_lid_7/AAA_5/
HoiH23_PlH23_008647-RA	dystrophin	WW/EF-hand_2/EF-hand_3/ZZ/
HoiH23_PlH23_008648-RA	sidekick_cell_adhesion_molecule_2	fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/fn3/Y_phosphatase/Y_phosphatase/
HoiH23_PlH23_008649-RA	cytochrome_P450_family_4_subfamily_F_member_2	p450/
HoiH23_PlH23_008650-RA	zinc_finger_DHHC_type_palmitoyltransferase_17	DHHC/
HoiH23_PlH23_008651-RA	aspartyl_tRNA_synthetase_2_mitochondrial	tRNA_anti-codon/tRNA-synt_2/
HoiH23_PlH23_008652-RA	glutamate_cysteine_ligase_modifier_subunit	
HoiH23_PlH23_008653-RA	transmembrane_9_superfamily_member_2	EMP70/
HoiH23_PlH23_008654-RA	ribosomal_protein_L28	Ribosomal_L28e/
HoiH23_PlH23_008655-RA	NADPH_dependent_diflavin_oxidoreductase_1	Flavodoxin_1/FAD_binding_1/NAD_binding_1/
HoiH23_PlH23_008656-RA	DExD_box_helicase_39B	DEAD/Helicase_C/
HoiH23_PlH23_008657-RA		
HoiH23_PlH23_008658-RA	phosphatidylinositol_glycan_anchor_biosynthesis_class_K	Peptidase_C13/
HoiH23_PlH23_008659-RA	XPA_binding_protein_2	TPR_8/
HoiH23_PlH23_008660-RA	cytochrome_P450_family_7_subfamily_B_member_1	p450/
HoiH23_PlH23_008661-RA	cytochrome_P450_family_7_subfamily_A_member_1	p450/
HoiH23_PlH23_008662-RA		
HoiH23_PlH23_008663-RA		
HoiH23_PlH23_008664-RA	somatostatin_receptor_2	7tm_1/
HoiH23_PlH23_008665-RA	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
HoiH23_PlH23_008666-RA	opioid_receptor_kappa_1	7tm_1/
HoiH23_PlH23_008667-RA		NB-ARC/
HoiH23_PlH23_008668-RA		TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/
HoiH23_PlH23_008669-RA	prosaposin	SapA/SapB_2/
HoiH23_PlH23_008670-RA	solute_carrier_family_29_member_1_Augustine_blood_group	Nucleoside_tran/
HoiH23_PlH23_008671-RA	prosaposin	SapA/SapB_1/
HoiH23_PlH23_008672-RA	prosaposin	SapA/SapA/
HoiH23_PlH23_008673-RA	prosaposin_like_1	SapA/
HoiH23_PlH23_008674-RA	prosaposin	SapA/SapB_2/SapB_1/SapB_2/SapB_1/SapB_2/SapA/SapB_1/SapB_2/SapA/
HoiH23_PlH23_008675-RA	solute_carrier_family_29_member_3	Nucleoside_tran/
HoiH23_PlH23_008676-RA		
HoiH23_PlH23_008677-RA		
HoiH23_PlH23_008678-RA		TPR_12/TPR_10/TPR_12/TPR_10/TPR_12/PPR/TPR_12/TPR_12/TPR_12/Death/
HoiH23_PlH23_008679-RA		CARD/
HoiH23_PlH23_008680-RA		
HoiH23_PlH23_008681-RA	retinol_dehydrogenase_5	adh_short/adh_short/adh_short/
HoiH23_PlH23_008682-RA	transmembrane_protein_184C	Solute_trans_a/
HoiH23_PlH23_008683-RA	chitobiase	Glyco_hydro_18/
HoiH23_PlH23_008684-RA	chitobiase	Glyco_hydro_18/
HoiH23_PlH23_008685-RA	chitobiase	Glyco_hydro_18/
HoiH23_PlH23_008686-RA	ADP_ribosylation_factor_like_GTPase_6	Arf/
HoiH23_PlH23_008687-RA		
HoiH23_PlH23_008688-RA	nuclear_distribution_C_dynein_complex_regulator	Nudc_N/CS/
HoiH23_PlH23_008689-RA		Cdd1/
HoiH23_PlH23_008690-RA	O_linked_N_acetylglucosamine_GlcNAc_transferase	TPR_11/TPR_11/TPR_8/TPR_11/TPR_17/TPR_11/TPR_11/Glyco_transf_41/
HoiH23_PlH23_008691-RA	progesterone_receptor_membrane_component_2	Cyt-b5/
HoiH23_PlH23_008692-RA	A_kinase_anchoring_protein_17A	
HoiH23_PlH23_008693-RA	MCTS1_re_initiation_and_release_factor	Pre-PUA/PUA/
HoiH23_PlH23_008694-RA	zinc_finger_DHHC_type_palmitoyltransferase_15	DHHC/
HoiH23_PlH23_008695-RA	kinesin_family_member_3A	Kinesin/
HoiH23_PlH23_008696-RA	abhydrolase_domain_containing_18	DUF2048/
HoiH23_PlH23_008697-RA		
HoiH23_PlH23_008698-RA	ArfGAP_with_dual_PH_domains_1	ArfGap/PH/
HoiH23_PlH23_008699-RA		
HoiH23_PlH23_008700-RA	nucleotide_binding_protein_1	ParA/
HoiH23_PlH23_008701-RA	oxidoreductase_like_domain_containing_1	Oxidored-like/
HoiH23_PlH23_008702-RA	RAB26_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_008703-RA	RAB37_member_RAS_oncogene_family	Ras/
HoiH23_PlH23_008704-RA	trans_golgi_network_vesicle_protein_23_homolog_B	DUF846/
HoiH23_PlH23_008705-RA	peptidylprolyl_isomerase_F	Pro_isomerase/
HoiH23_PlH23_008706-RA	ubiquitin_family_domain_containing_1	ubiquitin/
HoiH23_PlH23_008707-RA	ATP_binding_cassette_subfamily_A_member_3	ABC2_membrane_3/ABC_tran/ABC2_membrane_3/ABC_tran/
HoiH23_PlH23_008708-RA	centrosomal_protein_112	DUF4485/
HoiH23_PlH23_008709-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
HoiH23_PlH23_008710-RA	mediator_complex_subunit_7	Med7/
HoiH23_PlH23_008711-RA	ribonuclease_H2_subunit_A	RNase_HII/
HoiH23_PlH23_008712-RA	fatty_acid_synthase	ketoacyl-synt/Ketoacyl-synt_C/KAsynt_C_assoc/Acyl_transf_1/PS-DH/
HoiH23_PlH23_008713-RA		
HoiH23_PlH23_008714-RA		F-box-like/
HoiH23_PlH23_008715-RA	cilia_and_flagella_associated_protein_299	DUF4464/
HoiH23_PlH23_008716-RA	MAPK_activated_protein_kinase_2	Pkinase/
HoiH23_PlH23_008717-RA	transmembrane_protein_167B	DUF1242/
HoiH23_PlH23_008718-RA	B_Raf_proto_oncogene_serine_threonine_kinase	RBD/C1_1/
HoiH23_PlH23_008719-RA	apelin_receptor	7tm_1/
HoiH23_PlH23_008720-RA	leucine_rich_repeat_containing_45	LRR_6/LRR_6/LRR_6/
HoiH23_PlH23_008721-RA	Ras_association_domain_family_member_6	RA/Nore1-SARAH/
HoiH23_PlH23_008722-RA	cubilin	Ldl_recept_a/Ldl_recept_a/CUB/Ldl_recept_a/CUB/CUB/Ldl_recept_a/CUB/CUB/CUB/Ldl_recept_a/CUB/Ldl_recept_a/Ldl_recept_a/LRR_8/LRR_8/7tm_1/
HoiH23_PlH23_008723-RA	ubiquitin_like_modifier_activating_enzyme_1	ThiF/E1_FCCH/E1_4HB/ThiF/UBA_e1_thiolCys/E1_UFD/
HoiH23_PlH23_008724-RA	protein_phosphatase_Mg2_Mn2_dependent_1H	PP2C/PP2C/
HoiH23_PlH23_008725-RA	opioid_receptor_kappa_1	7tm_1/
HoiH23_PlH23_008726-RA	growth_hormone_secretagogue_receptor	7tm_1/
HoiH23_PlH23_008727-RA	cholecystokinin_A_receptor	7tm_1/
HoiH23_PlH23_008728-RA		7tm_1/
HoiH23_PlH23_008729-RA	MAP_kinase_activating_death_domain	uDENN/DENN/
HoiH23_PlH23_008730-RA	DNA_topoisomerase_III_beta	Toprim/Topoisom_bac/
HoiH23_PlH23_008731-RA	MGAT4_family_member_C	Glyco_transf_54/
HoiH23_PlH23_008732-RA	phosphatidylinositol_glycan_anchor_biosynthesis_class_V	Mannosyl_trans2/
HoiH23_PlH23_008733-RA	SUMO1_activating_enzyme_subunit_1	ThiF/
HoiH23_PlH23_008734-RA	WD_repeat_domain_43	WD40/Utp12/
HoiH23_PlH23_008735-RA	bromo_adjacent_homology_domain_containing_1	BAH/
HoiH23_PlH23_008736-RA	CLK4_associating_serine_arginine_rich_protein	DRY_EERY/
HoiH23_PlH23_008737-RA	p21_RAC1_activated_kinase_4	PBD/Pkinase/
HoiH23_PlH23_008738-RA	zinc_finger_CCCH_type_containing_14	PWI/zf-CCCH_2/zf-CCCH_2/zf-CCCH_2/
HoiH23_PlH23_008739-RA	lysosomal_associated_membrane_protein_2	
HoiH23_PlH23_008740-RA	G_patch_domain_containing_2	G-patch/
HoiH23_PlH23_008741-RA	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
HoiH23_PlH23_008742-RA	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
HoiH23_PlH23_008743-RA	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
HoiH23_PlH23_008744-RA	modulator_of_smoothened	Atthog/
HoiH23_PlH23_008745-RA	ornithine_decarboxylase_1	Orn_Arg_deC_N/Orn_DAP_Arg_deC/
HoiH23_PlH23_008746-RA		
HoiH23_PlH23_008747-RA		THAP/
HoiH23_PlH23_008748-RA		
HoiH23_PlH23_008749-RA		THAP/
HoiH23_PlH23_008750-RA		
HoiH23_PlH23_008751-RA	serine_protease_12	Kringle/SRCR/SRCR/
HoiH23_PlH23_008752-RA		
HoiH23_PlH23_008753-RA	enhancer_of_zeste_1_polycomb_repressive_complex_2_subunit	preSET_CXC/SET/
HoiH23_PlH23_008754-RA		Beta_helix/
HoiH23_PlH23_008755-RA	nephrocystin_3	AAA_22/TPR_12/TPR_10/TPR_12/TPR_12/
HoiH23_PlH23_008756-RA	galactose_1_phosphate_uridylyltransferase	
HoiH23_PlH23_008757-RA	signal_recognition_particle_19	SRP19/
HoiH23_PlH23_008758-RA	mitochondrial_poly_A_polymerase	TUTase/PAP_assoc/
HoiH23_PlH23_008759-RA	leucine_rich_repeat_containing_6	LRR_9/
HoiH23_PlH23_008760-RA	DnaJ_heat_shock_protein_family_Hsp40_member_C27	Ras/
HoiH23_PlH23_008761-RA	NADH_ubiquinone_oxidoreductase_subunit_B3	NDUF_B12/
HoiH23_PlH23_008762-RA	mitochondrial_ribosomal_protein_L10	Ribosomal_L10/
HoiH23_PlH23_008763-RA	family_with_sequence_similarity_126_member_A	Hyccin/
HoiH23_PlH23_008764-RA	trafficking_regulator_and_scaffold_protein_tamalin	PDZ/
HoiH23_PlH23_008765-RA	PRELI_domain_containing_1	PRELI/
HoiH23_PlH23_008766-RA	Kruppel_like_factor_6	zf-C2H2/zf-C2H2/zf-C2H2/
HoiH23_PlH23_008767-RA		Acetyltransf_1/Acetyltransf_18/
HoiH23_PlH23_008768-RA	phosphoribosylglycinamide_formyltransferase_phosphoribosylglycinamide_synthetase_phosphoribosylaminoimidazole_synthetase	GARS_N/GARS_A/GARS_C/AIRS/AIRS_C/Formyl_trans_N/
HoiH23_PlH23_008769-RA	akirin_2	
HoiH23_PlH23_008770-RA	REV3_like_DNA_directed_polymerase_zeta_catalytic_subunit	DNA_pol_B_exo1/DNA_pol_B_exo1/DNA_pol_B/zf-C4pol/
HoiH23_PlH23_008771-RA	REV3_like_DNA_directed_polymerase_zeta_catalytic_subunit	DNA_pol_B_exo1/DNA_pol_B_exo1/DNA_pol_B/
HoiH23_PlH23_008773-RA	regulator_of_calcineurin_2	Calcipressin/
HoiH23_PlH23_008774-RA	RWD_domain_containing_1	RWD/DFRP_C/
HoiH23_PlH23_008775-RA		
HoiH23_PlH23_008776-RA	transmembrane_protein_181	MIG-14_Wnt-bd/
HoiH23_PlH23_008777-RA	lysine_demethylase_1A	SWIRM/Amino_oxidase/
HoiH23_PlH23_008778-RA		
HoiH23_PlH23_008779-RA	sodium_leak_channel_non_selective	Ion_trans/Ion_trans/Ion_trans/
HoiH23_PlH23_008780-RA	mitochondrial_intermediate_peptidase	Peptidase_M3/
HoiH23_PlH23_008781-RA		
HoiH23_PlH23_008782-RA	remodeling_and_spacing_factor_1	PHD/
HoiH23_PlH23_008783-RA	thyroid_stimulating_hormone_receptor	
HoiH23_PlH23_008784-RA		
HoiH23_PlH23_008785-RA	relaxin_family_peptide_receptor_2	LRR_8/7tm_1/
HoiH23_PlH23_008786-RA	ovo_like_zinc_finger_3	zf-C2H2/zf-C2H2/
HoiH23_PlH23_008787-RA		HPS6/HPS6/
HoiH23_PlH23_008788-RA	RNA_exonuclease_2	RNase_T/
HoiH23_PlH23_008789-RA	serine_and_arginine_rich_splicing_factor_4	RRM_1/RRM_1/
HoiH23_PlH23_008790-RA	gamma_aminobutyric_acid_type_B_receptor_subunit_1	ANF_receptor/7tm_3/
HoiH23_PlH23_008791-RA	translocase_of_outer_mitochondrial_membrane_70	TPR_1/TPR_11/TPR_6/
HoiH23_PlH23_008792-RA	amyloid_beta_precursor_like_protein_1	APP_N/APP_Cu_bd/APP_E2/
HoiH23_PlH23_008793-RA	cullin_4B	Cullin/Cullin_Nedd8/
HoiH23_PlH23_008794-RA	UBX_domain_protein_7	UBA_4/Thioredoxin_7/UBX/
HoiH23_PlH23_008795-RA	WD_repeat_domain_53	
HoiH23_PlH23_008796-RA	G_protein_coupled_receptor_180	GpcrRhopsn4/
HoiH23_PlH23_008797-RA	pterin_4_alpha_carbinolamine_dehydratase_2	Pterin_4a/
HoiH23_PlH23_008798-RA	ferritin_heavy_chain_1	Ferritin/
HoiH23_PlH23_008799-RA		
HoiH23_PlH23_008800-RA		
HoiH23_PlH23_008801-RA		
HoiH23_PlH23_008802-RA		
HoiH23_PlH23_008803-RA		
HoiH23_PlH23_008804-RA	solute_carrier_family_17_member_5	MFS_1/
HoiH23_PlH23_008805-RA	PHD_finger_protein_20_like_1	Tudor_2/
HoiH23_PlH23_008806-RA	glutaminase	EF-hand_14/Glutaminase/
HoiH23_PlH23_008807-RA	glutaminase	Glutaminase/Ank_2/
HoiH23_PlH23_008808-RA	3_hydroxy_3_methylglutaryl_CoA_lyase	HMGL-like/
HoiH23_PlH23_008809-RA	splicing_factor_3b_subunit_6	RRM_1/
HoiH23_PlH23_008810-RA	sodium_potassium_transporting_ATPase_interacting_3	NKAIN/
HoiH23_PlH23_008811-RA	nicotinate_phosphoribosyltransferase	NAPRTase_N/NAPRTase/NAPRTase_C/
HoiH23_PlH23_008812-RA	ribophorin_II	Ribophorin_II/
HoiH23_PlH23_008813-RA		
HoiH23_PlH23_008814-RA	solute_carrier_family_35_member_F3	EamA/
HoiH23_PlH23_008815-RA	solute_carrier_family_35_member_F3	
HoiH23_PlH23_008816-RA		
HoiH23_PlH23_008817-RA	transmembrane_protein_223	TMEM223/
HoiH23_PlH23_008818-RA	KH_domain_containing_4_pre_mRNA_splicing_factor	
HoiH23_PlH23_008819-RA	phosphatidylinositol_3_kinase_catalytic_subunit_type_3	PI3K_C2/PI3Ka/PI3_PI4_kinase/PI3_PI4_kinase/WD40/WD40/
HoiH23_PlH23_008820-RA	SHC_adaptor_protein_1	PID/SH2/
HoiH23_PlH23_008821-RA	family_with_sequence_similarity_219_member_B	FAM219A/
HoiH23_PlH23_008822-RA	DENN_domain_containing_4A	DUF2464/uDENN/DENN/dDENN/
HoiH23_PlH23_008823-RA	NADH_ubiquinone_oxidoreductase_core_subunit_S7	
HoiH23_PlH23_008824-RA	mitochondrial_ribosomal_protein_S33	MRP-S33/
HoiH23_PlH23_008825-RA	centriolin	LRR_9/
HoiH23_PlH23_008826-RA	kelch_like_family_member_6	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/
HoiH23_PlH23_008827-RA	tetratricopeptide_repeat_domain_16	TPR_16/
HoiH23_PlH23_008828-RA	protein_O_linked_mannose_N_acetylglucosaminyltransferase_1_beta_1_2	ILEI/GNT-I/
HoiH23_PlH23_008829-RA	queuine_tRNA_ribosyltransferase_catalytic_subunit_1	TGT/
HoiH23_PlH23_008830-RA		DUF4660/
HoiH23_PlH23_008831-RA	PTEN_induced_kinase_1	Pkinase/
HoiH23_PlH23_008832-RA	WD_repeat_domain_5	WD40/WD40/WD40/WD40/WD40/WD40/WD40/
HoiH23_PlH23_008833-RA	solute_carrier_family_9_member_A2	Na_H_Exchanger/
HoiH23_PlH23_008834-RA	hemicentin_1	TSP_1/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/EGF_CA/
HoiH23_PlH23_008835-RA	RNA_polymerase_I_subunit_H	TFIIS_C/
HoiH23_PlH23_008836-RA	BUB3_mitotic_checkpoint_protein	WD40/WD40/WD40/
HoiH23_PlH23_008837-RA	thiosulfate_sulfurtransferase_like_domain_containing_1	Rhodanese/Rhodanese/
HoiH23_PlH23_008838-RA		
HoiH23_PlH23_008839-RA	RNA_binding_motif_single_stranded_interacting_protein_1	RRM_1/RRM_1/
HoiH23_PlH23_008840-RA	NIMA_related_kinase_10	Pkinase/
HoiH23_PlH23_008841-RA	proteasome_26S_subunit_ATPase_5	Prot_ATP_ID_OB/AAA/AAA_lid_3/
HoiH23_PlH23_008842-RA	enkurin_TRPC_channel_interacting_protein	Enkurin/
HoiH23_PlH23_008843-RA		Shugoshin_C/
HoiH23_PlH23_008844-RA	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/LSDAT_euk/Ion_trans/
HoiH23_PlH23_008845-RA	protein_disulfide_isomerase_family_A_member_4	Thioredoxin/Thioredoxin/Thioredoxin_6/Thioredoxin/
