Hhon_g00001.t1	zinc_finger_BED_type_containing_6
Hhon_g10295.t1	TP53_regulating_kinase
Hhon_g10296.t1	dehydrogenase_reductase_4
Hhon_g10297.t1	HIV_1_Tat_interactive_protein_2
Hhon_g10298.t1	beta_1_4_N_acetyl_galactosaminyltransferase_4
Hhon_g10299.t1	purine_nucleoside_phosphorylase
Hhon_g10300.t1	purine_nucleoside_phosphorylase
Hhon_g10301.t1	fat_storage_inducing_transmembrane_protein_2
Hhon_g10302.t1	
Hhon_g10303.t1	programmed_cell_death_5
Hhon_g10304.t1	CLPTM1_like
Hhon_g10305.t1	centrosomal_protein_192
Hhon_g10306.t1	
Hhon_g10307.t1	cyclin_D1_binding_protein_1
Hhon_g10308.t1	luteinizing_hormone_choriogonadotropin_receptor
Hhon_g10309.t1	alkB_homolog_1_histone_H2A_dioxygenase
Hhon_g10310.t1	translocase_of_inner_mitochondrial_membrane_8A
Hhon_g10311.t1	tryptophan_2_3_dioxygenase
Hhon_g10312.t1	tryptophan_2_3_dioxygenase
Hhon_g10313.t1	centrin_2
Hhon_g10314.t1	
Hhon_g10315.t1	PDS5_cohesin_associated_factor_A
Hhon_g10316.t1	exocyst_complex_component_1
Hhon_g10317.t1	
Hhon_g10318.t1	cyclin_A1
Hhon_g10319.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g10320.t1	
Hhon_g10321.t1	acyl_CoA_synthetase_family_member_2
Hhon_g10322.t1	acyl_CoA_synthetase_family_member_2
Hhon_g10323.t1	acyl_CoA_synthetase_family_member_2
Hhon_g10324.t1	
Hhon_g10325.t1	
Hhon_g10326.t1	luteinizing_hormone_choriogonadotropin_receptor
Hhon_g10327.t1	glutamyl_aminopeptidase
Hhon_g10328.t1	monooxygenase_DBH_like_1
Hhon_g10329.t1	monooxygenase_DBH_like_1
Hhon_g10330.t1	monooxygenase_DBH_like_1
Hhon_g10331.t1	monooxygenase_DBH_like_1
Hhon_g10332.t1	monooxygenase_DBH_like_1
Hhon_g10333.t1	monooxygenase_DBH_like_1
Hhon_g10334.t1	monooxygenase_DBH_like_1
Hhon_g10335.t1	leukotriene_A4_hydrolase
Hhon_g10336.t1	trehalase
Hhon_g10337.t1	adhesion_G_protein_coupled_receptor_G6
Hhon_g10338.t1	adhesion_G_protein_coupled_receptor_G2
Hhon_g10339.t1	TATA_box_binding_protein_associated_factor_5
Hhon_g10340.t1	protein_tyrosine_phosphatase_non_receptor_type_11
Hhon_g10341.t1	phosphodiesterase_6D
Hhon_g10342.t1	mitochondrial_ribosomal_protein_L47
Hhon_g10343.t1	exocyst_complex_component_8
Hhon_g10344.t1	
Hhon_g10345.t1	F_box_protein_42
Hhon_g10346.t1	chromosome_1_open_reading_frame_50
Hhon_g10347.t1	
Hhon_g10348.t1	glutathione_S_transferase_theta_1
Hhon_g10349.t1	
Hhon_g10350.t1	
Hhon_g10351.t1	peroxisomal_biogenesis_factor_5
Hhon_g10352.t1	
Hhon_g10353.t1	peroxisomal_biogenesis_factor_5
Hhon_g10354.t1	
Hhon_g10355.t1	
Hhon_g10356.t1	adenosylmethionine_decarboxylase_1
Hhon_g10357.t1	adenosylmethionine_decarboxylase_1
Hhon_g10358.t1	mitochondrial_genome_maintenance_exonuclease_1
Hhon_g10359.t1	organic_solute_carrier_partner_1
Hhon_g10360.t1	origin_recognition_complex_subunit_3
Hhon_g10361.t1	charged_multivesicular_body_protein_1B
Hhon_g10362.t1	mitogen_activated_protein_kinase_kinase_kinase_7
Hhon_g10363.t1	katanin_catalytic_subunit_A1_like_1
Hhon_g10364.t1	tryptophanyl_tRNA_synthetase_2_mitochondrial
Hhon_g10365.t1	DNA_polymerase_theta
Hhon_g10366.t1	hydroxysteroid_17_beta_dehydrogenase_12
Hhon_g10367.t1	hydroxysteroid_17_beta_dehydrogenase_12
Hhon_g10368.t1	mitochondrial_calcium_uptake_family_member_3
Hhon_g10369.t1	mitochondrial_calcium_uptake_family_member_3
Hhon_g10370.t1	pirin
Hhon_g10371.t1	
Hhon_g10372.t1	G_protein_coupled_receptor_63
Hhon_g10373.t1	
Hhon_g10374.t1	coenzyme_Q2_polyprenyltransferase
Hhon_g10375.t1	aryl_hydrocarbon_receptor_nuclear_translocator_like
Hhon_g10376.t1	glycerophosphodiester_phosphodiesterase_domain_containing_1
Hhon_g10377.t1	
Hhon_g10378.t1	
Hhon_g10379.t1	5_hydroxytryptamine_receptor_4
Hhon_g10380.t1	adrenoceptor_alpha_1B
Hhon_g10381.t1	F_box_protein_36
Hhon_g10382.t1	FLVCR_heme_transporter_1
Hhon_g10383.t1	
Hhon_g10384.t1	
Hhon_g10385.t1	WD_repeat_and_FYVE_domain_containing_2
Hhon_g10386.t1	
Hhon_g10387.t1	ubiquitin_C
Hhon_g10388.t1	solute_carrier_organic_anion_transporter_family_member_4A1
Hhon_g10389.t1	
Hhon_g10390.t1	
Hhon_g10391.t1	
Hhon_g10392.t1	
Hhon_g10393.t1	trace_amine_associated_receptor_2
Hhon_g10394.t1	adenosine_A3_receptor
Hhon_g10395.t1	5_hydroxytryptamine_receptor_6
Hhon_g10396.t1	formimidoyltransferase_cyclodeaminase
Hhon_g10397.t1	formimidoyltransferase_cyclodeaminase
Hhon_g10398.t1	
Hhon_g10399.t1	
Hhon_g10400.t1	delta_like_canonical_Notch_ligand_3
Hhon_g10401.t1	
Hhon_g10402.t1	dpy_19_like_C_mannosyltransferase_1
Hhon_g10403.t1	
Hhon_g10404.t1	RNA_binding_motif_protein_48
Hhon_g10405.t1	N_myristoyltransferase_1
Hhon_g10406.t1	5_methyltetrahydrofolate_homocysteine_methyltransferase
Hhon_g10407.t1	ciliogenesis_associated_TTC17_interacting_protein
Hhon_g10408.t1	
Hhon_g10409.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1
Hhon_g10410.t1	transmembrane_protein_106B
Hhon_g10411.t1	ATP_synthase_F1_subunit_beta
Hhon_g10412.t1	ADP_ribosylation_factor_like_GTPase_5B
Hhon_g10413.t1	
Hhon_g10414.t1	DBF4_zinc_finger
Hhon_g10415.t1	cilia_and_flagella_associated_protein_69
Hhon_g10416.t1	
Hhon_g10417.t1	
Hhon_g10418.t1	arrestin_domain_containing_3
Hhon_g10419.t1	arrestin_domain_containing_3
Hhon_g10420.t1	arrestin_domain_containing_3
Hhon_g10421.t1	arrestin_domain_containing_3
Hhon_g10422.t1	arrestin_domain_containing_3
Hhon_g10423.t1	arrestin_domain_containing_3
Hhon_g10424.t1	arrestin_domain_containing_3
Hhon_g10425.t1	arrestin_domain_containing_3
Hhon_g10426.t1	arrestin_domain_containing_3
Hhon_g10427.t1	arrestin_domain_containing_3
Hhon_g10428.t1	arrestin_domain_containing_3
Hhon_g10429.t1	
Hhon_g10430.t1	
Hhon_g10431.t1	arrestin_domain_containing_3
Hhon_g10432.t1	
Hhon_g10433.t1	arrestin_domain_containing_3
Hhon_g10434.t1	arrestin_domain_containing_3
Hhon_g10435.t1	arrestin_domain_containing_3
Hhon_g10436.t1	
Hhon_g10437.t1	melatonin_receptor_1A
Hhon_g10438.t1	
Hhon_g10439.t1	actin_gamma_1
Hhon_g10440.t1	
Hhon_g10441.t1	melanin_concentrating_hormone_receptor_2
Hhon_g10442.t1	
Hhon_g10443.t1	
Hhon_g10444.t1	
Hhon_g10445.t1	somatostatin_receptor_1
Hhon_g10446.t1	
Hhon_g10447.t1	ubiquitin_C_terminal_hydrolase_L3
Hhon_g10448.t1	myotubularin_related_protein_6
Hhon_g10449.t1	
Hhon_g10450.t1	somatostatin_receptor_1
Hhon_g10451.t1	
Hhon_g10452.t1	ubiquitin_C_terminal_hydrolase_L3
Hhon_g10453.t1	myotubularin_related_protein_6
Hhon_g10454.t1	SPT5_homolog_DSIF_elongation_factor_subunit
Hhon_g10455.t1	cytochrome_b561_family_member_D2
Hhon_g10456.t1	zinc_finger_CCHC_type_containing_10
Hhon_g10457.t1	Kruppel_like_factor_12
Hhon_g10458.t1	leucine_rich_repeat_containing_59
Hhon_g10459.t1	methionyl_aminopeptidase_2
Hhon_g10460.t1	methionyl_aminopeptidase_2
Hhon_g10461.t1	adrenoceptor_alpha_1D
Hhon_g10462.t1	KIAA1109
Hhon_g10463.t1	mitochondrial_ribosomal_protein_L22
Hhon_g10464.t1	
Hhon_g10465.t1	
Hhon_g10466.t1	
Hhon_g10467.t1	
Hhon_g10468.t1	dehydrogenase_reductase_9
Hhon_g10469.t1	MINDY_lysine_48_deubiquitinase_4
Hhon_g10470.t1	abhydrolase_domain_containing_4_N_acyl_phospholipase_B
Hhon_g10471.t1	epoxide_hydrolase_2
Hhon_g10472.t1	epoxide_hydrolase_2
Hhon_g10473.t1	dehydrogenase_reductase_9
Hhon_g10474.t1	coiled_coil_domain_containing_93
Hhon_g10475.t1	hydroxysteroid_17_beta_dehydrogenase_6
Hhon_g10476.t1	cytochrome_P450_family_4_subfamily_F_member_12
Hhon_g10477.t1	hepatocyte_growth_factor_regulated_tyrosine_kinase_substrate
Hhon_g10478.t1	autophagy_related_9A
Hhon_g10479.t1	cleavage_factor_polyribonucleotide_kinase_subunit_1
Hhon_g10480.t1	CCR4_NOT_transcription_complex_subunit_9
Hhon_g10481.t1	
Hhon_g10482.t1	
Hhon_g10483.t1	
Hhon_g10484.t1	
Hhon_g10485.t1	
Hhon_g10486.t1	
Hhon_g10487.t1	
Hhon_g10488.t1	
Hhon_g10489.t1	serine_hydrolase_like_2
Hhon_g10490.t1	
Hhon_g10491.t1	F_box_protein_16
Hhon_g10492.t1	
Hhon_g10493.t1	olfactory_receptor_family_52_subfamily_K_member_1
Hhon_g10494.t1	RAP1B_member_of_RAS_oncogene_family
Hhon_g10495.t1	striatin_interacting_protein_1
Hhon_g10496.t1	anaphase_promoting_complex_subunit_4
Hhon_g10497.t1	GRAM_domain_containing_4
Hhon_g10498.t1	glucose_6_phosphate_dehydrogenase
Hhon_g10499.t1	hexosaminidase_D
Hhon_g10500.t1	hexosaminidase_D
Hhon_g10501.t1	coenzyme_Q7_hydroxylase
Hhon_g10502.t1	
Hhon_g10503.t1	
Hhon_g10504.t1	
Hhon_g10505.t1	
Hhon_g10506.t1	biphenyl_hydrolase_like
Hhon_g10507.t1	
Hhon_g10508.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g10509.t1	fucosyltransferase_8
Hhon_g10510.t1	sortilin_related_receptor_1
Hhon_g10511.t1	relaxin_family_peptide_receptor_2
Hhon_g10512.t1	protein_kinase_C_and_casein_kinase_substrate_in_neurons_2
Hhon_g10513.t1	Wnt_family_member_2
Hhon_g10514.t1	
Hhon_g10515.t1	zinc_finger_protein_277
Hhon_g10516.t1	adenylate_kinase_9
Hhon_g10517.t1	utrophin
Hhon_g10518.t1	
Hhon_g10519.t1	hypocretin_receptor_1
Hhon_g10520.t1	DNA_polymerase_gamma_2_accessory_subunit
Hhon_g10521.t1	family_with_sequence_similarity_234_member_B
Hhon_g10522.t1	TATA_element_modulatory_factor_1
Hhon_g10523.t1	3_phosphoinositide_dependent_protein_kinase_1
Hhon_g10524.t1	methyltransferase_like_23
Hhon_g10525.t1	
Hhon_g10526.t1	
Hhon_g10527.t1	poly_ADP_ribose_polymerase_1
Hhon_g10528.t1	
Hhon_g10529.t1	adhesion_G_protein_coupled_receptor_L1
Hhon_g10530.t1	adhesion_G_protein_coupled_receptor_L2
Hhon_g10531.t1	
Hhon_g10532.t1	serine_protease_12
Hhon_g10533.t1	
Hhon_g10534.t1	
Hhon_g10535.t1	maltase_glucoamylase
Hhon_g10536.t1	maltase_glucoamylase
Hhon_g10537.t1	maltase_glucoamylase
Hhon_g10538.t1	
Hhon_g10539.t1	maltase_glucoamylase
Hhon_g10540.t1	maltase_glucoamylase
Hhon_g10541.t1	maltase_glucoamylase
Hhon_g10542.t1	maltase_glucoamylase
Hhon_g10543.t1	NFS1_cysteine_desulfurase
Hhon_g10544.t1	ornithine_decarboxylase_1
Hhon_g10545.t1	
Hhon_g10546.t1	
Hhon_g10547.t1	
Hhon_g10548.t1	
Hhon_g10549.t1	
Hhon_g10550.t1	
Hhon_g10551.t1	coiled_coil_domain_containing_149
Hhon_g10552.t1	ATPase_H_transporting_V1_subunit_B2
Hhon_g10553.t1	
Hhon_g10554.t1	MAX_dimerization_protein_1
Hhon_g10555.t1	empty_spiracles_homeobox_1
Hhon_g10556.t1	zinc_finger_protein_618
Hhon_g10557.t1	
Hhon_g10558.t1	
Hhon_g10559.t1	sideroflexin_5
Hhon_g10560.t1	NSE4_homolog_A_SMC5_SMC6_complex_component
Hhon_g10561.t1	
Hhon_g10562.t1	Ly1_antibody_reactive
Hhon_g10563.t1	transforming_acidic_coiled_coil_containing_protein_1
Hhon_g10564.t1	
Hhon_g10565.t1	
Hhon_g10566.t1	WD_repeat_domain_64
Hhon_g10567.t1	Meis_homeobox_1
Hhon_g10568.t1	CDAN1_interacting_nuclease_1
Hhon_g10569.t1	
Hhon_g10570.t1	WD_repeat_domain_92
Hhon_g10571.t1	steroid_5_alpha_reductase_1
Hhon_g10572.t1	mesoderm_specific_transcript
Hhon_g10573.t1	protein_kinase_C_epsilon
Hhon_g10574.t1	delta_like_canonical_Notch_ligand_1
Hhon_g10575.t1	chromosome_17_open_reading_frame_75
Hhon_g10576.t1	LLGL_scribble_cell_polarity_complex_component_1
Hhon_g10577.t1	drebrin_like
Hhon_g10578.t1	RAB11_family_interacting_protein_4
Hhon_g10579.t1	cyclin_dependent_kinase_11B
Hhon_g10580.t1	OS9_endoplasmic_reticulum_lectin
Hhon_g10581.t1	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1
Hhon_g10582.t1	
Hhon_g10583.t1	uridine_phosphorylase_1
Hhon_g10584.t1	nascent_polypeptide_associated_complex_subunit_alpha
Hhon_g10585.t1	KAT8_regulatory_NSL_complex_subunit_2
Hhon_g10586.t1	YME1_like_1_ATPase
Hhon_g10587.t1	cyclin_T2
Hhon_g10588.t1	nuclear_cap_binding_protein_subunit_2
Hhon_g10589.t1	kelch_like_family_member_18
Hhon_g10590.t1	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1
Hhon_g10591.t1	MAX_dimerization_protein_MGA
Hhon_g10592.t1	
Hhon_g10593.t1	
Hhon_g10594.t1	synaptic_vesicle_glycoprotein_2C
Hhon_g10595.t1	synaptic_vesicle_glycoprotein_2C
Hhon_g10596.t1	synaptic_vesicle_glycoprotein_2C
Hhon_g10597.t1	synaptic_vesicle_glycoprotein_2C
Hhon_g10598.t1	SV2_related_protein
Hhon_g10599.t1	synaptic_vesicle_glycoprotein_2B
Hhon_g10600.t1	synaptic_vesicle_glycoprotein_2B
Hhon_g10601.t1	synaptic_vesicle_glycoprotein_2B
Hhon_g10602.t1	contactin_associated_protein_family_member_5
Hhon_g10603.t1	D_2_hydroxyglutarate_dehydrogenase
Hhon_g10604.t1	D_2_hydroxyglutarate_dehydrogenase
Hhon_g10605.t1	
Hhon_g10606.t1	epoxide_hydrolase_4
Hhon_g10607.t1	nitric_oxide_associated_1
Hhon_g10608.t1	SEC23_interacting_protein
Hhon_g10609.t1	minichromosome_maintenance_complex_binding_protein
Hhon_g10610.t1	
Hhon_g10611.t1	nephrocystin_3
Hhon_g10612.t1	hemicentin_1
Hhon_g10613.t1	
Hhon_g10614.t1	
Hhon_g10615.t1	RNA_binding_motif_single_stranded_interacting_protein_3
Hhon_g10616.t1	NIMA_related_kinase_10
Hhon_g10617.t1	proteasome_26S_subunit_ATPase_5
Hhon_g10618.t1	enkurin_TRPC_channel_interacting_protein
Hhon_g10619.t1	
Hhon_g10620.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2
Hhon_g10621.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2
Hhon_g10622.t1	protein_disulfide_isomerase_family_A_member_4
Hhon_g10623.t1	chondroitin_sulfate_synthase_3
Hhon_g10624.t1	fucosyltransferase_8
Hhon_g10625.t1	
Hhon_g10626.t1	
Hhon_g10627.t1	
Hhon_g10628.t1	
Hhon_g10629.t1	lebercilin_LCA5
Hhon_g10630.t1	cytochrome_c_oxidase_assembly_factor_5
Hhon_g10631.t1	inositol_polyphosphate_4_phosphatase_type_I_A
Hhon_g10632.t1	ring_finger_protein_14
Hhon_g10633.t1	WD_repeat_domain_37
Hhon_g10634.t1	N_acetylglucosamine_1_phosphodiester_alpha_N_acetylglucosaminidase
Hhon_g10635.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10636.t1	
Hhon_g10637.t1	structural_maintenance_of_chromosomes_6
Hhon_g10638.t1	structural_maintenance_of_chromosomes_6
Hhon_g10639.t1	xanthine_dehydrogenase
Hhon_g10640.t1	xanthine_dehydrogenase
Hhon_g10641.t1	ChaC_glutathione_specific_gamma_glutamylcyclotransferase_2
Hhon_g10642.t1	proteasome_20S_subunit_alpha_6
Hhon_g10643.t1	solute_carrier_family_35_member_B2
Hhon_g10644.t1	protein_phosphatase_2_regulatory_subunit_B_gamma
Hhon_g10645.t1	suppressor_of_cancer_cell_invasion
Hhon_g10646.t1	
Hhon_g10647.t1	FKBP_prolyl_isomerase_2
Hhon_g10648.t1	small_nuclear_ribonucleoprotein_D2_polypeptide
Hhon_g10649.t1	WD_repeat_domain_81
Hhon_g10650.t1	solute_carrier_family_35_member_F2
Hhon_g10651.t1	jagunal_homolog_1
Hhon_g10652.t1	dynein_axonemal_heavy_chain_5
Hhon_g10653.t1	EH_domain_containing_3
Hhon_g10654.t1	
Hhon_g10655.t1	
Hhon_g10656.t1	
Hhon_g10657.t1	
Hhon_g10658.t1	speckle_type_BTB_POZ_protein
Hhon_g10659.t1	myosin_light_chain_6
Hhon_g10660.t1	solute_carrier_family_15_member_4
Hhon_g10661.t1	solute_carrier_family_15_member_4
Hhon_g10662.t1	ATP_binding_cassette_subfamily_C_member_1
Hhon_g10663.t1	ATP_binding_cassette_subfamily_C_member_1
Hhon_g10664.t1	
Hhon_g10665.t1	ATP_binding_cassette_subfamily_C_member_1
Hhon_g10666.t1	gamma_butyrobetaine_hydroxylase_1
Hhon_g10667.t1	gamma_butyrobetaine_hydroxylase_1
Hhon_g10668.t1	gamma_butyrobetaine_hydroxylase_1
Hhon_g10669.t1	dehydrogenase_reductase_4
Hhon_g10670.t1	dehydrogenase_reductase_4
Hhon_g10671.t1	dehydrogenase_reductase_4
Hhon_g10672.t1	
Hhon_g10673.t1	glutamyl_aminopeptidase
Hhon_g10674.t1	
Hhon_g10675.t1	
Hhon_g10676.t1	
Hhon_g10677.t1	torsin_family_1_member_B
Hhon_g10678.t1	
Hhon_g10679.t1	
Hhon_g10680.t1	
Hhon_g10681.t1	
Hhon_g10682.t1	WD_repeat_domain_49
Hhon_g10683.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g10684.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g10685.t1	
Hhon_g10686.t1	
Hhon_g10687.t1	TELO2_interacting_protein_2
Hhon_g10688.t1	glutamyl_aminopeptidase
Hhon_g10689.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g10690.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g10691.t1	cytochrome_P450_family_3_subfamily_A_member_5
Hhon_g10692.t1	cytochrome_P450_family_3_subfamily_A_member_4
Hhon_g10693.t1	poly_ADP_ribose_polymerase_1
Hhon_g10694.t1	
Hhon_g10695.t1	adhesion_G_protein_coupled_receptor_D1
Hhon_g10696.t1	adhesion_G_protein_coupled_receptor_D1
Hhon_g10697.t1	CD163_molecule
Hhon_g10698.t1	
Hhon_g10699.t1	fucosyltransferase_8
Hhon_g10700.t1	fucosyltransferase_8
Hhon_g10701.t1	fucosyltransferase_8
Hhon_g10702.t1	lysyl_oxidase_like_4
Hhon_g10703.t1	CD5_molecule_like
Hhon_g10704.t1	kallikrein_B1
Hhon_g10705.t1	rogdi_atypical_leucine_zipper
Hhon_g10706.t1	proline_dehydrogenase_1
Hhon_g10707.t1	solute_carrier_family_6_member_1
Hhon_g10708.t1	solute_carrier_family_6_member_13
Hhon_g10709.t1	DNA_polymerase_delta_interacting_protein_2
Hhon_g10710.t1	
Hhon_g10711.t1	atlastin_GTPase_2
Hhon_g10712.t1	adhesion_G_protein_coupled_receptor_B3
Hhon_g10713.t1	relaxin_family_peptide_receptor_2
Hhon_g10714.t1	ATP_binding_cassette_subfamily_C_member_4
Hhon_g10715.t1	
Hhon_g10716.t1	
Hhon_g10717.t1	
Hhon_g10718.t1	gem_nuclear_organelle_associated_protein_5
Hhon_g10719.t1	
Hhon_g10720.t1	
Hhon_g10721.t1	
Hhon_g10722.t1	
Hhon_g10723.t1	MAM_domain_containing_2
Hhon_g10724.t1	deleted_in_malignant_brain_tumors_1
Hhon_g10725.t1	uromodulin
Hhon_g10726.t1	chymotrypsin_like_elastase_1
Hhon_g10727.t1	
Hhon_g10728.t1	neuromedin_B_receptor
Hhon_g10729.t1	
Hhon_g10730.t1	
Hhon_g10731.t1	endothelin_receptor_type_B
Hhon_g10732.t1	
Hhon_g10733.t1	
Hhon_g10734.t1	
Hhon_g10735.t1	relaxin_family_peptide_receptor_1
Hhon_g10736.t1	
Hhon_g10737.t1	
Hhon_g10738.t1	caspase_2
Hhon_g10739.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g10740.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2
Hhon_g10741.t1	adhesion_G_protein_coupled_receptor_L3
Hhon_g10742.t1	adhesion_G_protein_coupled_receptor_B3
Hhon_g10743.t1	
Hhon_g10744.t1	ATP23_metallopeptidase_and_ATP_synthase_assembly_factor_homolog
Hhon_g10745.t1	dystroglycan_1
Hhon_g10746.t1	NIMA_related_kinase_4
Hhon_g10747.t1	kynurenine_3_monooxygenase
Hhon_g10748.t1	
Hhon_g10749.t1	
Hhon_g10750.t1	BCS1_homolog_ubiquinol_cytochrome_c_reductase_complex_chaperone
Hhon_g10751.t1	phosphoribosyl_pyrophosphate_amidotransferase
Hhon_g10752.t1	phosphoribosylaminoimidazole_carboxylase_and_phosphoribosylaminoimidazolesuccinocarboxamide_synthase
Hhon_g10753.t1	chromatin_assembly_factor_1_subunit_B
Hhon_g10754.t1	ribosome_production_factor_2_homolog
Hhon_g10755.t1	actin_beta
Hhon_g10756.t1	
Hhon_g10757.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g10758.t1	interleukin_1_receptor_associated_kinase_4
Hhon_g10759.t1	chromatin_licensing_and_DNA_replication_factor_1
Hhon_g10760.t1	adrenoceptor_beta_2
Hhon_g10761.t1	X_C_motif_chemokine_receptor_1
Hhon_g10762.t1	
Hhon_g10763.t1	histamine_receptor_H2
Hhon_g10764.t1	tachykinin_receptor_3
Hhon_g10765.t1	
Hhon_g10766.t1	
Hhon_g10767.t1	ATP_binding_cassette_subfamily_A_member_5
Hhon_g10768.t1	ATP_binding_cassette_subfamily_A_member_5
Hhon_g10769.t1	ATPase_copper_transporting_alpha
Hhon_g10770.t1	annexin_A11
Hhon_g10771.t1	neuropeptide_FF_receptor_2
Hhon_g10772.t1	C_C_motif_chemokine_receptor_5
Hhon_g10773.t1	
Hhon_g10774.t1	fucosyltransferase_4
Hhon_g10775.t1	fucosyltransferase_3_Lewis_blood_group
Hhon_g10776.t1	
Hhon_g10777.t1	lon_peptidase_1_mitochondrial
Hhon_g10778.t1	
Hhon_g10779.t1	
Hhon_g10780.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10781.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10782.t1	
Hhon_g10783.t1	
Hhon_g10784.t1	
Hhon_g10785.t1	dimethylglycine_dehydrogenase
Hhon_g10786.t1	
Hhon_g10787.t1	spermatogenesis_associated_5_like_1
Hhon_g10788.t1	mitochondrial_ribosomal_protein_L54
Hhon_g10789.t1	XPA_DNA_damage_recognition_and_repair_factor
Hhon_g10790.t1	
Hhon_g10791.t1	
Hhon_g10792.t1	poly_A_binding_protein_cytoplasmic_4
Hhon_g10793.t1	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_2
Hhon_g10794.t1	solute_carrier_family_35_member_F4
Hhon_g10795.t1	5_hydroxytryptamine_receptor_2A
Hhon_g10796.t1	coiled_coil_domain_containing_96
Hhon_g10797.t1	thymidine_kinase_1
Hhon_g10798.t1	intraflagellar_transport_27
Hhon_g10799.t1	
Hhon_g10800.t1	TSC_complex_subunit_2
Hhon_g10801.t1	SMG1_nonsense_mediated_mRNA_decay_associated_PI3K_related_kinase
Hhon_g10802.t1	
Hhon_g10803.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10804.t1	
Hhon_g10805.t1	
Hhon_g10806.t1	
Hhon_g10807.t1	ankyrin_3
Hhon_g10808.t1	
Hhon_g10809.t1	SPT5_homolog_DSIF_elongation_factor_subunit
Hhon_g10810.t1	neuropeptide_Y_receptor_Y1
Hhon_g10811.t1	neuropeptide_Y_receptor_Y1
Hhon_g10812.t1	neuropeptide_FF_receptor_2
Hhon_g10813.t1	opsin_4
Hhon_g10814.t1	G_protein_coupled_receptor_50
Hhon_g10815.t1	neuropeptide_FF_receptor_2
Hhon_g10816.t1	
Hhon_g10817.t1	sterol_regulatory_element_binding_transcription_factor_1
Hhon_g10818.t1	homeobox_D3
Hhon_g10819.t1	
Hhon_g10820.t1	deleted_in_malignant_brain_tumors_1
Hhon_g10821.t1	
Hhon_g10822.t1	deleted_in_malignant_brain_tumors_1
Hhon_g10823.t1	inosine_triphosphatase
Hhon_g10824.t1	euchromatic_histone_lysine_methyltransferase_2
Hhon_g10825.t1	
Hhon_g10826.t1	cell_division_cycle_23
Hhon_g10827.t1	reticulocalbin_1
Hhon_g10828.t1	mitogen_activated_protein_kinase_kinase_7
Hhon_g10829.t1	
Hhon_g10830.t1	
Hhon_g10831.t1	mucin_4_cell_surface_associated
Hhon_g10832.t1	crumbs_cell_polarity_complex_component_1
Hhon_g10833.t1	
Hhon_g10834.t1	crumbs_cell_polarity_complex_component_1
Hhon_g10835.t1	
Hhon_g10836.t1	sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain_containing_1
Hhon_g10837.t1	DMRT_like_family_A2
Hhon_g10838.t1	DMRT_like_family_A2
Hhon_g10839.t1	OMA1_zinc_metallopeptidase
Hhon_g10840.t1	
Hhon_g10841.t1	ELAV_like_RNA_binding_protein_4
Hhon_g10842.t1	methyltransferase_like_4
Hhon_g10843.t1	RAN_binding_protein_3
Hhon_g10844.t1	24_dehydrocholesterol_reductase
Hhon_g10845.t1	
Hhon_g10846.t1	ubiquitin_conjugating_enzyme_E2_U
Hhon_g10847.t1	novel_protein
Hhon_g10848.t1	neuropeptide_FF_receptor_1
Hhon_g10849.t1	cytosolic_arginine_sensor_for_mTORC1_subunit_1
Hhon_g10850.t1	RNA_polymerase_III_subunit_E
Hhon_g10851.t1	mitochondrial_ribosomal_protein_L12
Hhon_g10852.t1	chloride_voltage_gated_channel_7
Hhon_g10853.t1	regulator_of_G_protein_signaling_7
Hhon_g10854.t1	Rho_GDP_dissociation_inhibitor_alpha
Hhon_g10855.t1	prolyl_4_hydroxylase_subunit_beta
Hhon_g10856.t1	
Hhon_g10857.t1	
Hhon_g10858.t1	coagulation_factor_XII
Hhon_g10859.t1	
Hhon_g10860.t1	
Hhon_g10861.t1	
Hhon_g10862.t1	
Hhon_g10863.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10864.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10865.t1	apoptotic_peptidase_activating_factor_1
Hhon_g10866.t1	
Hhon_g10867.t1	PKHD1_like_1
Hhon_g10868.t1	spliceosome_associated_factor_1_recruiter_of_U4_U6.U5_tri_snRNP
Hhon_g10869.t1	
