Hhon_g00001.t1	zinc_finger_BED_type_containing_6	Dimer_Tnp_hAT/
Hhon_g10289.t1	ankyrin_repeat_domain_42	Ank_5/Ank_4/Ank_5/
Hhon_g10290.t1	calpain_5	Peptidase_C2/Calpain_III/C2/
Hhon_g10291.t1		
Hhon_g10292.t1	coenzyme_Q9	COQ9/
Hhon_g10293.t1	neuroguidin	Sas10_Utp3/
Hhon_g10294.t1	thymidine_kinase_2	dNK/
Hhon_g10295.t1	TP53_regulating_kinase	Kdo/
Hhon_g10296.t1	dehydrogenase_reductase_4	adh_short_C2/
Hhon_g10297.t1	HIV_1_Tat_interactive_protein_2	NAD_binding_10/
Hhon_g10298.t1	beta_1_4_N_acetyl_galactosaminyltransferase_4	CHGN/
Hhon_g10299.t1	purine_nucleoside_phosphorylase	PNP_UDP_1/LSDAT_euk/
Hhon_g10300.t1	purine_nucleoside_phosphorylase	PNP_UDP_1/
Hhon_g10301.t1	fat_storage_inducing_transmembrane_protein_2	Scs3p/
Hhon_g10302.t1		
Hhon_g10303.t1	programmed_cell_death_5	dsDNA_bind/
Hhon_g10304.t1	CLPTM1_like	CLPTM1/
Hhon_g10305.t1	centrosomal_protein_192	ASH/
Hhon_g10306.t1		LLC1/
Hhon_g10307.t1	cyclin_D1_binding_protein_1	GCIP/
Hhon_g10308.t1	luteinizing_hormone_choriogonadotropin_receptor	LRR_8/LRR_8/7tm_1/
Hhon_g10309.t1	alkB_homolog_1_histone_H2A_dioxygenase	2OG-FeII_Oxy_2/
Hhon_g10310.t1	translocase_of_inner_mitochondrial_membrane_8A	zf-Tim10_DDP/
Hhon_g10311.t1	tryptophan_2_3_dioxygenase	Trp_dioxygenase/
Hhon_g10312.t1	tryptophan_2_3_dioxygenase	Trp_dioxygenase/
Hhon_g10313.t1	centrin_2	EF-hand_7/EF-hand_7/
Hhon_g10314.t1		
Hhon_g10315.t1	PDS5_cohesin_associated_factor_A	
Hhon_g10316.t1	exocyst_complex_component_1	Sec3-PIP2_bind/Sec3_C/
Hhon_g10317.t1		Ank/Ank_2/
Hhon_g10318.t1	cyclin_A1	Cyclin_N/Cyclin_C/
Hhon_g10319.t1	cytochrome_P450_family_3_subfamily_A_member_4	p450/
Hhon_g10320.t1		
Hhon_g10321.t1	acyl_CoA_synthetase_family_member_2	T4_deiodinase/AMP-binding/AMP-binding_C/
Hhon_g10322.t1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/
Hhon_g10323.t1	acyl_CoA_synthetase_family_member_2	AMP-binding/AMP-binding_C/AMP-binding/AMP-binding_C/
Hhon_g10324.t1		
Hhon_g10325.t1		PH/
Hhon_g10326.t1	luteinizing_hormone_choriogonadotropin_receptor	LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/LRR_8/7tm_1/
Hhon_g10327.t1	glutamyl_aminopeptidase	Peptidase_M1_N/Peptidase_M1/ERAP1_C/
Hhon_g10328.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10329.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10330.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10331.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10332.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10333.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10334.t1	monooxygenase_DBH_like_1	DOMON/Cu2_monooxygen/Cu2_monoox_C/Cu2_monoox_C/DOMON/Cu2_monooxygen/Cu2_monoox_C/
Hhon_g10335.t1	leukotriene_A4_hydrolase	Peptidase_M1_N/Peptidase_M1/Leuk-A4-hydro_C/
Hhon_g10336.t1	trehalase	Trehalase/
Hhon_g10337.t1	adhesion_G_protein_coupled_receptor_G6	7tm_2/
Hhon_g10338.t1	adhesion_G_protein_coupled_receptor_G2	7tm_2/
Hhon_g10339.t1	TATA_box_binding_protein_associated_factor_5	TFIID_NTD2/WD40/WD40/WD40/WD40/WD40/
Hhon_g10340.t1	protein_tyrosine_phosphatase_non_receptor_type_11	SH2/SH2/Y_phosphatase/
Hhon_g10341.t1	phosphodiesterase_6D	GMP_PDE_delta/
Hhon_g10342.t1	mitochondrial_ribosomal_protein_L47	MRP-L47/
Hhon_g10343.t1	exocyst_complex_component_8	Vps51/Exo84_C/
Hhon_g10344.t1		Acyl-ACP_TE/
Hhon_g10345.t1	F_box_protein_42	F-box-like/Kelch_4/Kelch_4/Kelch_5/Kelch_4/
Hhon_g10346.t1	chromosome_1_open_reading_frame_50	DUF2452/
Hhon_g10347.t1		
Hhon_g10348.t1	glutathione_S_transferase_theta_1	GST_N_3/GST_C/
Hhon_g10349.t1		Acyl-ACP_TE/
Hhon_g10350.t1		Acyl-ACP_TE/
Hhon_g10351.t1	peroxisomal_biogenesis_factor_5	
Hhon_g10352.t1		
Hhon_g10353.t1	peroxisomal_biogenesis_factor_5	
Hhon_g10354.t1		
Hhon_g10355.t1		
Hhon_g10356.t1	adenosylmethionine_decarboxylase_1	SAM_decarbox/
Hhon_g10357.t1	adenosylmethionine_decarboxylase_1	SAM_decarbox/
Hhon_g10358.t1	mitochondrial_genome_maintenance_exonuclease_1	PDDEXK_1/
Hhon_g10359.t1	organic_solute_carrier_partner_1	Oscp1/
Hhon_g10360.t1	origin_recognition_complex_subunit_3	ORC3_N/ORC_WH_C/
Hhon_g10361.t1	charged_multivesicular_body_protein_1B	Snf7/
Hhon_g10362.t1	mitogen_activated_protein_kinase_kinase_kinase_7	Pkinase_Tyr/
Hhon_g10363.t1	katanin_catalytic_subunit_A1_like_1	AAA/AAA_lid_3/Vps4_C/
Hhon_g10364.t1	tryptophanyl_tRNA_synthetase_2_mitochondrial	tRNA-synt_1b/
Hhon_g10365.t1	DNA_polymerase_theta	DEAD/Helicase_C/DNA_pol_A/
Hhon_g10366.t1	hydroxysteroid_17_beta_dehydrogenase_12	adh_short/
Hhon_g10367.t1	hydroxysteroid_17_beta_dehydrogenase_12	adh_short/
Hhon_g10368.t1	mitochondrial_calcium_uptake_family_member_3	
Hhon_g10369.t1	mitochondrial_calcium_uptake_family_member_3	EF-hand_8/
Hhon_g10370.t1	pirin	Pirin/Pirin_C/
Hhon_g10371.t1		TPR_12/TPR_1/TPR_10/TPR_12/TPR_12/TPR_12/TPR_12/
Hhon_g10372.t1	G_protein_coupled_receptor_63	7tm_1/
Hhon_g10373.t1		PHP/
Hhon_g10374.t1	coenzyme_Q2_polyprenyltransferase	UbiA/
Hhon_g10375.t1	aryl_hydrocarbon_receptor_nuclear_translocator_like	PAS_3/
Hhon_g10376.t1	glycerophosphodiester_phosphodiesterase_domain_containing_1	GDPD/GDPD/
Hhon_g10377.t1		
Hhon_g10378.t1		TPR_12/
Hhon_g10379.t1	5_hydroxytryptamine_receptor_4	7tm_1/
Hhon_g10380.t1	adrenoceptor_alpha_1B	7tm_1/
Hhon_g10381.t1	F_box_protein_36	F-box-like/
Hhon_g10382.t1	FLVCR_heme_transporter_1	MFS_1/
Hhon_g10383.t1		
Hhon_g10384.t1		Pro_CA/
Hhon_g10385.t1	WD_repeat_and_FYVE_domain_containing_2	WD40/FYVE/WD40/
Hhon_g10386.t1		
Hhon_g10387.t1	ubiquitin_C	ubiquitin/ubiquitin/ubiquitin/ubiquitin/ubiquitin/
Hhon_g10388.t1	solute_carrier_organic_anion_transporter_family_member_4A1	OATP/Kazal_2/
Hhon_g10389.t1		
Hhon_g10390.t1		
Hhon_g10391.t1		
Hhon_g10392.t1		7tm_1/
Hhon_g10393.t1	trace_amine_associated_receptor_2	7tm_1/
Hhon_g10394.t1	adenosine_A3_receptor	7tm_1/
Hhon_g10395.t1	5_hydroxytryptamine_receptor_6	7tm_1/
Hhon_g10396.t1	formimidoyltransferase_cyclodeaminase	FTCD_N/
Hhon_g10397.t1	formimidoyltransferase_cyclodeaminase	FTCD_N/FTCD/FTCD_C/
Hhon_g10398.t1		
Hhon_g10399.t1		
Hhon_g10400.t1	delta_like_canonical_Notch_ligand_3	
Hhon_g10401.t1		
Hhon_g10402.t1	dpy_19_like_C_mannosyltransferase_1	Dpy19/
Hhon_g10403.t1		
Hhon_g10404.t1	RNA_binding_motif_protein_48	
Hhon_g10405.t1	N_myristoyltransferase_1	NMT/NMT_C/
Hhon_g10406.t1	5_methyltetrahydrofolate_homocysteine_methyltransferase	S-methyl_trans/Pterin_bind/B12-binding_2/B12-binding/Met_synt_B12/
Hhon_g10407.t1	ciliogenesis_associated_TTC17_interacting_protein	
Hhon_g10408.t1		
Hhon_g10409.t1	SWI_SNF_related_matrix_associated_actin_dependent_regulator_of_chromatin_subfamily_d_member_1	SWIB/
Hhon_g10410.t1	transmembrane_protein_106B	DUF1356/
Hhon_g10411.t1	ATP_synthase_F1_subunit_beta	ATP-synt_ab_N/ATP-synt_ab/
Hhon_g10412.t1	ADP_ribosylation_factor_like_GTPase_5B	Arf/
Hhon_g10413.t1		Senescence/
Hhon_g10414.t1	DBF4_zinc_finger	zf-DBF/
Hhon_g10415.t1	cilia_and_flagella_associated_protein_69	
Hhon_g10416.t1		
Hhon_g10417.t1		
Hhon_g10418.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10419.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10420.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10421.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10422.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10423.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10424.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10425.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10426.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10427.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10428.t1	arrestin_domain_containing_3	Arrestin_C/
Hhon_g10429.t1		
Hhon_g10430.t1		
Hhon_g10431.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10432.t1		Arrestin_N/
Hhon_g10433.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10434.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10435.t1	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Hhon_g10436.t1		7tm_1/
Hhon_g10437.t1	melatonin_receptor_1A	7tm_1/
Hhon_g10438.t1		7tm_1/
Hhon_g10439.t1	actin_gamma_1	Actin/
Hhon_g10440.t1		7tm_1/
Hhon_g10441.t1	melanin_concentrating_hormone_receptor_2	7tm_1/
Hhon_g10442.t1		7tm_1/
Hhon_g10443.t1		7tm_1/
Hhon_g10444.t1		7tm_1/
Hhon_g10445.t1	somatostatin_receptor_1	7tm_1/
Hhon_g10446.t1		Pam17/
Hhon_g10447.t1	ubiquitin_C_terminal_hydrolase_L3	Peptidase_C12/
Hhon_g10448.t1	myotubularin_related_protein_6	Myotub-related/
Hhon_g10449.t1		
Hhon_g10450.t1	somatostatin_receptor_1	7tm_1/
Hhon_g10451.t1		Pam17/
Hhon_g10452.t1	ubiquitin_C_terminal_hydrolase_L3	Peptidase_C12/
Hhon_g10453.t1	myotubularin_related_protein_6	Myotub-related/
Hhon_g10454.t1	SPT5_homolog_DSIF_elongation_factor_subunit	Spt5_N/Spt5-NGN/KOW/CTD/
Hhon_g10455.t1	cytochrome_b561_family_member_D2	Cytochrom_B561/
Hhon_g10456.t1	zinc_finger_CCHC_type_containing_10	zf-CCHC_3/
Hhon_g10457.t1	Kruppel_like_factor_12	zf-C2H2/zf-C2H2/zf-C2H2/
Hhon_g10458.t1	leucine_rich_repeat_containing_59	LRR_8/
Hhon_g10459.t1	methionyl_aminopeptidase_2	Peptidase_M24/
Hhon_g10460.t1	methionyl_aminopeptidase_2	Peptidase_M24/
Hhon_g10461.t1	adrenoceptor_alpha_1D	7tm_1/
Hhon_g10462.t1	KIAA1109	FSA_C/FSA_C/
Hhon_g10463.t1	mitochondrial_ribosomal_protein_L22	Ribosomal_L22/
Hhon_g10464.t1		
Hhon_g10465.t1		
Hhon_g10466.t1		
Hhon_g10467.t1		
Hhon_g10468.t1	dehydrogenase_reductase_9	adh_short/
Hhon_g10469.t1	MINDY_lysine_48_deubiquitinase_4	DUF4205/
Hhon_g10470.t1	abhydrolase_domain_containing_4_N_acyl_phospholipase_B	Abhydrolase_1/
Hhon_g10471.t1	epoxide_hydrolase_2	Abhydrolase_1/
Hhon_g10472.t1	epoxide_hydrolase_2	Abhydrolase_1/
Hhon_g10473.t1	dehydrogenase_reductase_9	adh_short/
Hhon_g10474.t1	coiled_coil_domain_containing_93	CCDC93_CC/
Hhon_g10475.t1	hydroxysteroid_17_beta_dehydrogenase_6	adh_short/
Hhon_g10476.t1	cytochrome_P450_family_4_subfamily_F_member_12	p450/
Hhon_g10477.t1	hepatocyte_growth_factor_regulated_tyrosine_kinase_substrate	VHS/FYVE/Hrs_helical/
Hhon_g10478.t1	autophagy_related_9A	APG9/
Hhon_g10479.t1	cleavage_factor_polyribonucleotide_kinase_subunit_1	CLP1_N/CLP1_P/Clp1/
Hhon_g10480.t1	CCR4_NOT_transcription_complex_subunit_9	Rcd1/
Hhon_g10481.t1		Ank_2/
Hhon_g10482.t1		
Hhon_g10483.t1		TPR_12/TPR_12/TPR_12/TPR_12/
Hhon_g10484.t1		
Hhon_g10485.t1		
Hhon_g10486.t1		
Hhon_g10487.t1		
Hhon_g10488.t1		
Hhon_g10489.t1	serine_hydrolase_like_2	Abhydrolase_1/
Hhon_g10490.t1		
Hhon_g10491.t1	F_box_protein_16	F-box-like/WD40/WD40/WD40/WD40/WD40/WD40/WD40/
Hhon_g10492.t1		
Hhon_g10493.t1	olfactory_receptor_family_52_subfamily_K_member_1	7tm_1/
Hhon_g10494.t1	RAP1B_member_of_RAS_oncogene_family	Ras/
Hhon_g10495.t1	striatin_interacting_protein_1	N1221/DUF3402/DUF3402/
Hhon_g10496.t1	anaphase_promoting_complex_subunit_4	ANAPC4_WD40/ANAPC4/
Hhon_g10497.t1	GRAM_domain_containing_4	GRAM/
Hhon_g10498.t1	glucose_6_phosphate_dehydrogenase	G6PD_N/G6PD_C/
Hhon_g10499.t1	hexosaminidase_D	Glyco_hydro_20/
Hhon_g10500.t1	hexosaminidase_D	Glyco_hydro_20/
Hhon_g10501.t1	coenzyme_Q7_hydroxylase	COQ7/
Hhon_g10502.t1		
Hhon_g10503.t1		
Hhon_g10504.t1		
Hhon_g10505.t1		
Hhon_g10506.t1	biphenyl_hydrolase_like	Abhydrolase_1/
Hhon_g10507.t1		
Hhon_g10508.t1	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Hhon_g10509.t1	fucosyltransferase_8	
Hhon_g10510.t1	sortilin_related_receptor_1	Ldl_recept_a/Ldl_recept_a/
Hhon_g10511.t1	relaxin_family_peptide_receptor_2	CUB/Ldl_recept_a/CUB/Ldl_recept_a/CUB/CUB/CUB/CUB/Ldl_recept_a/Ldl_recept_a/LRR_8/LRR_8/7tm_1/
Hhon_g10512.t1	protein_kinase_C_and_casein_kinase_substrate_in_neurons_2	SH3_1/
Hhon_g10513.t1	Wnt_family_member_2	wnt/
Hhon_g10514.t1		MDM1/
Hhon_g10515.t1	zinc_finger_protein_277	zf-C2H2_2/zf-C2H2_2/zf-C2H2_2/
Hhon_g10516.t1	adenylate_kinase_9	ADK/ADK/ADK/
Hhon_g10517.t1	utrophin	CH/CH/Spectrin/
Hhon_g10518.t1		7tm_1/
Hhon_g10519.t1	hypocretin_receptor_1	7tm_1/
Hhon_g10520.t1	DNA_polymerase_gamma_2_accessory_subunit	HGTP_anticodon/
Hhon_g10521.t1	family_with_sequence_similarity_234_member_B	
Hhon_g10522.t1	TATA_element_modulatory_factor_1	TMF_DNA_bd/TMF_TATA_bd/
Hhon_g10523.t1	3_phosphoinositide_dependent_protein_kinase_1	Pkinase/PH_3/
Hhon_g10524.t1	methyltransferase_like_23	Methyltransf_16/
Hhon_g10525.t1		7tm_1/
Hhon_g10526.t1		
Hhon_g10527.t1	poly_ADP_ribose_polymerase_1	PADR1/PARP_reg/PARP/
Hhon_g10528.t1		7tm_1/
Hhon_g10529.t1	adhesion_G_protein_coupled_receptor_L1	CUB/GAIN/GPS/7tm_2/
Hhon_g10530.t1	adhesion_G_protein_coupled_receptor_L2	CUB/GAIN/GPS/7tm_2/
Hhon_g10531.t1		DUF4735/
Hhon_g10532.t1	serine_protease_12	SRCR/
Hhon_g10533.t1		
Hhon_g10534.t1		DUF659/Dimer_Tnp_hAT/
Hhon_g10535.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10536.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10537.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10538.t1		
Hhon_g10539.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10540.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10541.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10542.t1	maltase_glucoamylase	Trefoil/NtCtMGAM_N/Glyco_hydro_31/
Hhon_g10543.t1	NFS1_cysteine_desulfurase	Aminotran_5/
Hhon_g10544.t1	ornithine_decarboxylase_1	Orn_DAP_Arg_deC/Orn_Arg_deC_N/Orn_Arg_deC_N/Orn_DAP_Arg_deC/
Hhon_g10545.t1		
Hhon_g10546.t1		
Hhon_g10547.t1		CARD/Death/
Hhon_g10548.t1		
Hhon_g10549.t1		Death/
Hhon_g10550.t1		NuA4/
Hhon_g10551.t1	coiled_coil_domain_containing_149	DUF2353/
Hhon_g10552.t1	ATPase_H_transporting_V1_subunit_B2	ATP-synt_ab_N/ATP-synt_ab/
Hhon_g10553.t1		Metallophos/
Hhon_g10554.t1	MAX_dimerization_protein_1	HLH/
Hhon_g10555.t1	empty_spiracles_homeobox_1	Homeodomain/
Hhon_g10556.t1	zinc_finger_protein_618	Dimer_Tnp_hAT/
Hhon_g10557.t1		
Hhon_g10558.t1		
Hhon_g10559.t1	sideroflexin_5	SFXNs/
Hhon_g10560.t1	NSE4_homolog_A_SMC5_SMC6_complex_component	Nse4-Nse3_bdg/Nse4_C/
Hhon_g10561.t1		
Hhon_g10562.t1	Ly1_antibody_reactive	zf-LYAR/
Hhon_g10563.t1	transforming_acidic_coiled_coil_containing_protein_1	TACC_C/
Hhon_g10564.t1		DOMON/DOMON/DOMON/
Hhon_g10565.t1		Aminotran_5/Aminotran_5/
Hhon_g10566.t1	WD_repeat_domain_64	WD40/WD40/
Hhon_g10567.t1	Meis_homeobox_1	Meis_PKNOX_N/Homeobox_KN/
Hhon_g10568.t1	CDAN1_interacting_nuclease_1	TPD/
Hhon_g10569.t1		
Hhon_g10570.t1	WD_repeat_domain_92	WD40/WD40/
Hhon_g10571.t1	steroid_5_alpha_reductase_1	Steroid_dh/
Hhon_g10572.t1	mesoderm_specific_transcript	Abhydrolase_1/
Hhon_g10573.t1	protein_kinase_C_epsilon	C1_1/C1_1/Pkinase/Pkinase_C/
Hhon_g10574.t1	delta_like_canonical_Notch_ligand_1	MNNL/DSL/EGF/EGF/EGF/EGF/EGF/EGF/EGF/EGF/
Hhon_g10575.t1	chromosome_17_open_reading_frame_75	Njmu-R1/
Hhon_g10576.t1	LLGL_scribble_cell_polarity_complex_component_1	LLGL/WD40/
Hhon_g10577.t1	drebrin_like	Cofilin_ADF/SH3_9/
Hhon_g10578.t1	RAB11_family_interacting_protein_4	RBD-FIP/
Hhon_g10579.t1	cyclin_dependent_kinase_11B	Pkinase/
Hhon_g10580.t1	OS9_endoplasmic_reticulum_lectin	PRKCSH/
Hhon_g10581.t1	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1	Bax1-I/
Hhon_g10582.t1		
Hhon_g10583.t1	uridine_phosphorylase_1	PNP_UDP_1/
Hhon_g10584.t1	nascent_polypeptide_associated_complex_subunit_alpha	NAC/HYPK_UBA/
Hhon_g10585.t1	KAT8_regulatory_NSL_complex_subunit_2	zf-C3Hc3H/zf-C3Hc3H/
Hhon_g10586.t1	YME1_like_1_ATPase	AAA/AAA_lid_3/Peptidase_M41/
Hhon_g10587.t1	cyclin_T2	Cyclin_N/
Hhon_g10588.t1	nuclear_cap_binding_protein_subunit_2	RRM_1/
Hhon_g10589.t1	kelch_like_family_member_18	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
Hhon_g10590.t1	glutamate_ionotropic_receptor_NMDA_type_subunit_associated_protein_1	Bax1-I/
Hhon_g10591.t1	MAX_dimerization_protein_MGA	T-box/
Hhon_g10592.t1		
Hhon_g10593.t1		
Hhon_g10594.t1	synaptic_vesicle_glycoprotein_2C	MFS_1/
Hhon_g10595.t1	synaptic_vesicle_glycoprotein_2C	MFS_1/MFS_1/
Hhon_g10596.t1	synaptic_vesicle_glycoprotein_2C	MFS_1/MFS_1/
Hhon_g10597.t1	synaptic_vesicle_glycoprotein_2C	MFS_1/MFS_1/
Hhon_g10598.t1	SV2_related_protein	MFS_1/
Hhon_g10599.t1	synaptic_vesicle_glycoprotein_2B	MFS_1/
Hhon_g10600.t1	synaptic_vesicle_glycoprotein_2B	MFS_1/
Hhon_g10601.t1	synaptic_vesicle_glycoprotein_2B	Sugar_tr/MFS_1/
Hhon_g10602.t1	contactin_associated_protein_family_member_5	Laminin_G_2/Laminin_G_2/EGF/Laminin_G_2/
Hhon_g10603.t1	D_2_hydroxyglutarate_dehydrogenase	FAD_binding_4/FAD-oxidase_C/
Hhon_g10604.t1	D_2_hydroxyglutarate_dehydrogenase	FAD_binding_4/FAD-oxidase_C/
Hhon_g10605.t1		Abhydrolase_1/
Hhon_g10606.t1	epoxide_hydrolase_4	Abhydrolase_1/
Hhon_g10607.t1	nitric_oxide_associated_1	
Hhon_g10608.t1	SEC23_interacting_protein	WWE/SAM_1/DDHD/
Hhon_g10609.t1	minichromosome_maintenance_complex_binding_protein	MCM_bind/
Hhon_g10610.t1		TPR_12/TPR_12/TPR_12/COR/Death/
Hhon_g10611.t1	nephrocystin_3	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/
Hhon_g10612.t1	hemicentin_1	TSP_1/TSP_1/TIL/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TIL/TSP_1/TSP_1/TSP_1/TSP_1/TSP_1/TIL/
Hhon_g10613.t1		Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/
Hhon_g10614.t1		
Hhon_g10615.t1	RNA_binding_motif_single_stranded_interacting_protein_3	RRM_1/RRM_1/
Hhon_g10616.t1	NIMA_related_kinase_10	Pkinase/
Hhon_g10617.t1	proteasome_26S_subunit_ATPase_5	Prot_ATP_ID_OB/AAA/AAA_lid_3/
Hhon_g10618.t1	enkurin_TRPC_channel_interacting_protein	Enkurin/
Hhon_g10619.t1		Shugoshin_C/
Hhon_g10620.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/
Hhon_g10621.t1	transient_receptor_potential_cation_channel_subfamily_M_member_2	LSDAT_euk/Ion_trans/
Hhon_g10622.t1	protein_disulfide_isomerase_family_A_member_4	Thioredoxin/Thioredoxin/Thioredoxin_6/Thioredoxin/
Hhon_g10623.t1	chondroitin_sulfate_synthase_3	CHGN/
Hhon_g10624.t1	fucosyltransferase_8	
Hhon_g10625.t1		
Hhon_g10626.t1		TPR_12/TPR_12/TPR_12/
Hhon_g10627.t1		TPR_12/TPR_12/TPR_12/COR/Death/
Hhon_g10628.t1		TPR_12/TPR_12/TPR_12/
Hhon_g10629.t1	lebercilin_LCA5	Lebercilin/
Hhon_g10630.t1	cytochrome_c_oxidase_assembly_factor_5	Pet191_N/
Hhon_g10631.t1	inositol_polyphosphate_4_phosphatase_type_I_A	PH/
Hhon_g10632.t1	ring_finger_protein_14	RWD/IBR/IBR/
Hhon_g10633.t1	WD_repeat_domain_37	WD40/WD40/WD40/WD40/WD40/
Hhon_g10634.t1	N_acetylglucosamine_1_phosphodiester_alpha_N_acetylglucosaminidase	NAGPA/EGF_2/
Hhon_g10635.t1	apoptotic_peptidase_activating_factor_1	NB-ARC/APAF1_C/
Hhon_g10636.t1		CARD/
Hhon_g10637.t1	structural_maintenance_of_chromosomes_6	SMC_N/
Hhon_g10638.t1	structural_maintenance_of_chromosomes_6	
Hhon_g10639.t1	xanthine_dehydrogenase	Fer2/Fer2_2/FAD_binding_5/Ald_Xan_dh_C/Ald_Xan_dh_C2/
Hhon_g10640.t1	xanthine_dehydrogenase	Fer2/Fer2_2/FAD_binding_5/Ald_Xan_dh_C/Ald_Xan_dh_C2/
Hhon_g10641.t1	ChaC_glutathione_specific_gamma_glutamylcyclotransferase_2	ChaC/
Hhon_g10642.t1	proteasome_20S_subunit_alpha_6	Proteasome_A_N/Proteasome/
Hhon_g10643.t1	solute_carrier_family_35_member_B2	UAA/
Hhon_g10644.t1	protein_phosphatase_2_regulatory_subunit_B_gamma	EF-hand_13/
Hhon_g10645.t1	suppressor_of_cancer_cell_invasion	SCAI/
Hhon_g10646.t1		
Hhon_g10647.t1	FKBP_prolyl_isomerase_2	FKBP_C/
Hhon_g10648.t1	small_nuclear_ribonucleoprotein_D2_polypeptide	LSM/
Hhon_g10649.t1	WD_repeat_domain_81	Beach/WD40/WD40/
Hhon_g10650.t1	solute_carrier_family_35_member_F2	SLC35F/
Hhon_g10651.t1	jagunal_homolog_1	Jagunal/
Hhon_g10652.t1	dynein_axonemal_heavy_chain_5	DHC_N1/DHC_N1/DHC_N2/AAA_6/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/
Hhon_g10653.t1	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Hhon_g10654.t1		MADF_DNA_bdg/
Hhon_g10655.t1		
Hhon_g10656.t1		
Hhon_g10657.t1		
Hhon_g10658.t1	speckle_type_BTB_POZ_protein	MATH/BTB/
Hhon_g10659.t1	myosin_light_chain_6	EF-hand_7/EF-hand_7/
Hhon_g10660.t1	solute_carrier_family_15_member_4	PTR2/
Hhon_g10661.t1	solute_carrier_family_15_member_4	PTR2/
Hhon_g10662.t1	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
Hhon_g10663.t1	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
Hhon_g10664.t1		
Hhon_g10665.t1	ATP_binding_cassette_subfamily_C_member_1	ABC_membrane/ABC_tran/ABC_membrane/ABC_tran/
Hhon_g10666.t1	gamma_butyrobetaine_hydroxylase_1	GBBH-like_N/TauD/
Hhon_g10667.t1	gamma_butyrobetaine_hydroxylase_1	GBBH-like_N/TauD/
Hhon_g10668.t1	gamma_butyrobetaine_hydroxylase_1	GBBH-like_N/TauD/
Hhon_g10669.t1	dehydrogenase_reductase_4	adh_short_C2/
Hhon_g10670.t1	dehydrogenase_reductase_4	adh_short_C2/
